epoch,train_loss,train_acc,test_acc,global_eff_rank,global_entropy,bulk_compression_ratio,entropy_gap,input_eff_rank,input_entropy,output_eff_rank,output_entropy,hidden_1_eff_rank,hidden_1_entropy,deficit_input,deficit_output,deficit_hidden_1
1,4.575561196308961,0.00815024805102764,0.008805222407772886,116.85155487060547,4.760904312133789,0.09746031552489665,2.328310012817383,92.29747772216797,4.525016784667969,67.07315063476562,4.205783843994141,8.995341300964355,2.196706771850586,0.0036617103032767773,0.014046247117221355,0.016600534319877625
