T_explore_epochs,T_explore_markov,d_ln_eps_dt,d_rank_dt_rel,epoch,epochs_at_high_rank,epsilon,hidden_eff_rank,hidden_entropy,hidden_k,peak_eff_rank,phase,tau_opt,test_acc,train_acc,train_loss,weight_decay
355.16435320090216,1.9372601083685572,0.0,0.0,1,1,0.05161929447058812,78.16313171386719,4.358798027038574,78,78.16313171386719,heat,0.005454545454545455,0.0,0,0,0.1
1314.8909759428645,7.172132596051989,0.0,0.0,50,1,0.01394285432690502,40.81874084472656,3.709141254425049,74,78.16313171386719,heat,0.005454545454545455,0.0,0.19099929128277818,3.3105100934848473,0.1
1729.5333060016933,9.433818032736509,0.0,0.0,100,1,0.010600162060894931,41.185340881347656,3.7180824279785156,71,78.16313171386719,heat,0.005454545454545455,0.0,0.593905031892275,1.8594595371282836,0.1
1648.7149381484269,8.992990571718693,0.0,0.0,150,1,0.01111977147118131,41.315792083740234,3.7212448120117188,68,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,0.9149539333805812,0.8352784535126175,0.1
1382.3852509077315,7.540283186769445,0.0,0.0,200,1,0.013262101372461046,41.61922073364258,3.728562116622925,65,78.16313171386719,heat,0.005454545454545455,0.0,0.9968107725017717,0.33542190774124114,0.1
1219.6763780593833,6.652780243960273,0.0,0.0,250,1,0.015031309667982046,41.76023483276367,3.7319445610046387,63,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,1.0,0.1602092731788934,0.1
1076.6919725849234,5.872865305008673,0.0,0.0,300,1,0.0170274635644572,41.82427215576172,3.7334768772125244,61,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,1.0,0.09517685273262223,0.1
946.4371977683679,5.162384715100189,0.0,0.0,350,1,0.019370892624002985,41.870460510253906,3.7345805168151855,59,78.16313171386719,heat,0.005454545454545455,0.0003036283588887202,1.0,0.06545089967786463,0.1
820.1942486078153,4.473786810588084,0.0,0.0,400,1,0.022352428542936065,41.89423370361328,3.7351481914520264,57,78.16313171386719,heat,0.005454545454545455,0.0003036283588887202,1.0,0.04861119695794574,0.1
762.2284832100868,4.157609908418656,-0.11538832347149075,-0.1658102322872822,450,1,0.02405228056569524,41.928958892822266,3.7359766960144043,56,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,1.0,0.038037103757230545,0.1
645.2843377986202,3.5197327516288377,0.23532634809253408,0.010487507034385397,500,1,0.028411247971517922,42.03221893310547,3.738436460494995,54,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,1.0,0.030356591389185145,0.1
595.9328267144414,3.2505426911696804,0.27504893315795037,0.007994925425954941,550,1,0.03076409372245957,42.08872604370117,3.7397799491882324,53,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,1.0,0.024714592584190346,0.1
548.6259204454451,2.9925050206115187,0.27540559480716953,0.00659570445720009,600,1,0.03341681945768799,42.152095794677734,3.7412843704223633,52,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,1.0,0.020551840643366123,0.1
509.5721487302351,2.7794844476194642,0.2659934382332655,0.0049369350736191185,650,1,0.03597789514010293,42.15020751953125,3.7412397861480713,51,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,1.0,0.017295579944125394,0.1
471.8555830779083,2.5737577258795,0.2555902105639282,0.0043599855719307305,700,1,0.03885369589937925,42.193782806396484,3.7422728538513184,50,78.16313171386719,heat,0.005454545454545455,0.0003036283588887202,1.0,0.01462410932405463,0.1
438.45236323563114,2.3915583449216244,0.24342339001688384,0.004028096674673739,750,1,0.0418137404894787,42.199859619140625,3.7424168586730957,49,78.16313171386719,heat,0.005454545454545455,0.0003036283588887202,1.0,0.012384431101355377,0.1
438.60480602598005,2.3923898510508006,0.23256355932889405,0.0035469621957776353,800,1,0.04179920758152246,42.187442779541016,3.7421226501464844,49,78.16313171386719,heat,0.005454545454545455,0.0003036283588887202,1.0,0.010535721115313845,0.1
