epoch,train_loss,train_acc,test_acc,epsilon,hidden_eff_rank,hidden_entropy,hidden_k,M_explore,M_nominal,M_eff_tail,M_eff_contract,kappa_tail,kappa_contract,lambda_hybrid,peak_eff_rank,rank_violations,phase,weight_decay,injection_count
1,4.579407025194607,0.007087172218284904,0.008197965689995446,0.21819872158525286,77.83126460025707,4.354543209075928,79,2.302585092994046,0.1,0.019813648443195442,0.1,0.19813648443195442,1.0,0.2,77.83126460025707,0,heat,0.1,1
50,4.3965000187058045,0.040396881644223954,0.007135266433884925,0.22196782404140586,74.48447720554827,4.310590744018555,77,2.302585092994046,4.999999999999998,2.3147059738533065,0.1,0.48616356232558094,0.0,0.2,77.83126460025707,0,heat,0.1,50
100,4.435832300057739,0.03614457831325301,0.008501594048884165,0.2188249721659511,73.99764581734132,4.304033279418945,78,2.302585092994046,9.99999999999998,4.767170792054318,0.11426023819677171,0.49217116940381916,0.0028520476393543424,0.2,77.83126460025707,0,heat,0.1,100
150,4.401629697676672,0.03827072997873848,0.009564293304994687,0.21798050622081055,73.30781676702149,4.2946672439575195,78,2.302585092994046,14.999999999999963,7.234118383929085,0.11812679683217316,0.4940067006675785,0.0007733117270802908,0.2,77.83126460025707,0,heat,0.1,150
200,4.4351956210687264,0.03260099220411056,0.009564293304994687,0.2205783506457063,73.23737955192505,4.293705940246582,77,2.302585092994046,20.000000000000014,9.697264272429969,0.11812679683217316,0.4960702986555976,0.0,0.2,77.83126460025707,0,heat,0.1,200
250,4.43888176256338,0.031537916371367825,0.009260664946105966,0.21987036189998796,73.2780403968333,4.2942609786987305,78,2.302585092994046,25.000000000000085,12.162739846828636,0.12134165175318663,0.48696141194161835,0.0006429709842026952,0.2,77.83126460025707,0,heat,0.1,250
300,4.441114345566758,0.03472714386959603,0.010626992561105207,0.21752342197605554,73.20330331331745,4.293240547180176,78,2.302585092994046,30.000000000000156,14.63448427956896,0.13207322835315005,0.49843467850795276,0.002146315319992684,0.2,77.83126460025707,0,heat,0.1,300
350,4.477180771925701,0.031537916371367825,0.008349779869439806,0.22069741584229366,73.61414427393096,4.298837184906006,78,2.302585092994046,35.00000000000023,17.106254949658407,0.13207322835315005,0.49528683555856556,0.0,0.2,77.83126460025707,0,heat,0.1,350
400,4.442307006543955,0.03543586109142452,0.008501594048884165,0.22303575615462348,73.69049550126043,4.2998738288879395,77,2.302585092994046,40.0000000000003,19.57373693465745,0.13207322835315005,0.49126086949781317,0.0,0.2,77.83126460025707,0,heat,0.1,400
450,4.461065486337512,0.029766123316796598,0.008501594048884165,0.22291090118044082,73.53299819914983,4.297734260559082,77,2.302585092994046,45.00000000000037,22.04102547610393,0.13263318311630992,0.4919368497644861,0.0001119909526319767,0.2,77.83126460025707,0,heat,0.1,450
500,4.453261856319717,0.030829199149539334,0.009260664946105966,0.2193645279502249,74.08859537878409,4.305261611938477,78,2.302585092994046,50.00000000000044,24.50995805307958,0.1486704712191899,0.4917710518590767,0.003207457620575994,0.2,77.83126460025707,0,heat,0.1,500
550,4.484555056211714,0.03047484053862509,0.008805222407772886,0.21913206626710677,73.50190365855298,4.297311305999756,78,2.302585092994046,55.00000000000051,26.980522645371956,0.1497307380853907,0.4971155647019703,0.00021205337324016162,0.2,77.83126460025707,0,heat,0.1,550
600,4.485983077048579,0.027639971651311126,0.008653408228328526,0.221105766853491,73.2493588817902,4.293869495391846,77,2.302585092994046,60.00000000000058,29.449116381543398,0.1497307380853907,0.4943642952638356,0.0,0.2,77.83126460025707,0,heat,0.1,600
650,4.491097080209085,0.025159461374911412,0.008805222407772886,0.2219602643608739,73.35278382864982,4.295280456542969,77,2.302585092994046,65.00000000000058,31.914186092492983,0.1497307380853907,0.4925870360666289,0.0,0.2,77.83126460025707,0,heat,0.1,650
700,4.461250615069242,0.03047484053862509,0.008349779869439806,0.21834732832503617,73.68206277584332,4.299759387969971,78,2.302585092994046,70.0000000000003,34.38473316842141,0.1661420704602138,0.4917033713856056,0.0032822664749646204,0.2,77.83126460025707,0,heat,0.1,700
750,4.473547285115102,0.029411764705882353,0.007590708972218006,0.22142367297599663,73.37524271391533,4.295586585998535,77,2.302585092994046,75.00000000000001,36.84968185304601,0.1661420704602138,0.4949442565784668,0.0,0.2,77.83126460025707,0,heat,0.1,750
800,4.471560091266051,0.03260099220411056,0.009260664946105966,0.21832185148147232,73.99305893198174,4.303971290588379,79,2.302585092994046,79.99999999999973,39.31491925681561,0.180249652079777,0.49352064800055545,0.0028215163239126446,0.2,77.83126460025707,0,heat,0.1,800
850,4.466578099340686,0.03118355776045358,0.009108850766661606,0.22277263602435715,73.3153676283328,4.294770240783691,77,2.302585092994046,84.99999999999945,41.778671586134635,0.180249652079777,0.48983343311788713,0.0,0.2,77.83126460025707,0,heat,0.1,850
