T_explore_epochs,T_explore_markov,d_ln_eps_dt,d_rank_dt_rel,epoch,epsilon,hidden_eff_rank,hidden_entropy,hidden_k,high_rank_duration_markov,peak_eff_rank,phase,tau_opt_const,test_acc,train_acc,train_loss,weight_decay
645.7533694561857,1.9372601083685572,0.0,0.0,1,0.05161929447058812,78.16313171386719,4.358798027038574,78,0.0,78.16313171386719,heat,0.003,0.0,0,0,0.1
3900.1433331471862,11.700429999441559,0.0,0.0,100,0.008546694438133712,41.10551071166992,3.716142177581787,74,0.0,78.16313171386719,heat,0.003,0.0,0.5889440113394756,1.866971697814071,0.1
4019.331431486015,12.057994294458044,0.0,0.0,200,0.008293253219232393,41.3814582824707,3.7228329181671143,71,0.0,78.16313171386719,heat,0.003,0.0001518141794443601,0.9968107725017717,0.34264237622180616,0.1
3375.4806565836425,10.126441969750928,0.0,0.0,300,0.009875136824830847,41.507511138916016,3.725874423980713,68,0.0,78.16313171386719,heat,0.003,0.0001518141794443601,1.0,0.09830495595805279,0.1
2877.627861578684,8.632883584736053,0.0,0.0,400,0.011583615024858171,41.775997161865234,3.7323219776153564,66,0.0,78.16313171386719,heat,0.003,0.0001518141794443601,1.0,0.04919401573414586,0.1
2359.6378592844903,7.078913577853471,0.0,0.0,500,0.014126461483136635,41.860267639160156,3.734337091445923,63,0.0,78.16313171386719,heat,0.003,0.0,1.0,0.031075817522936727,0.1
2074.517226192241,6.223551678576724,0.0,0.0,600,0.016067995441289434,41.88132095336914,3.734839916229248,61,0.0,78.16313171386719,heat,0.003,0.0003036283588887202,1.0,0.021267462868974785,0.1
1812.3190903309348,5.436957270992805,0.0,0.0,700,0.018392640408178104,41.8891716003418,3.735027313232422,59,0.0,78.16313171386719,heat,0.003,0.0003036283588887202,1.0,0.0151041817708135,0.1
1570.4025756377137,4.711207726913141,0.0,0.0,800,0.0212259797904351,41.87263488769531,3.7346324920654297,57,0.0,78.16313171386719,heat,0.003,0.0003036283588887202,1.0,0.010884551572977103,0.1
1463.6896727367641,4.391069018210293,-0.08753660933275839,-0.15304158930785555,900,0.022773497657469728,41.87147521972656,3.734604835510254,56,0.0,78.16313171386719,heat,0.003,0.0003036283588887202,1.0,0.00791273669958178,0.1
1268.5046513998846,3.8055139541996534,0.26143744156773874,0.005878892350576107,1000,0.026277659523398396,41.834136962890625,3.733712673187256,54,0.0,78.16313171386719,heat,0.003,0.0003036283588887202,1.0,0.005785609745307648,0.1
1189.7489519208075,3.569246855762423,0.26816582931879657,0.003196856689436517,1100,0.028017115106105238,41.804412841796875,3.733001947402954,53,0.0,78.16313171386719,quench,0.003,0.0004554425383330803,1.0,0.004228726104971135,2.0
1425.8227174446877,4.277468152334063,0.2767555983507726,-0.008040884483876265,1200,0.02337831549848794,39.747230529785156,3.6825404167175293,52,0.0,78.16313171386719,quench,0.003,0.0001518141794443601,1.0,0.34362567045602455,2.0
1662.167790145754,4.986503370437262,0.22761202909015926,-0.029548680486169866,1300,0.02005413263988852,37.402156829833984,3.6217284202575684,50,0.0,78.16313171386719,quench,0.003,0.0003036283588887202,0.9996456413890857,0.8388516751271795,2.0
2203.057792284104,6.609173376852311,0.1144857263658113,-0.06036777249651799,1400,0.015130485205643987,34.955047607421875,3.554062843322754,49,0.0,78.16313171386719,quench,0.003,0.0003036283588887202,0.9861800141743444,1.382670400583685,2.0
2711.017057683187,8.13305117304956,-0.09709186434705012,-0.10063910463459518,1500,0.012295508521004929,32.487300872802734,3.480849266052246,47,0.0,78.16313171386719,quench,0.003,0.0001518141794443601,0.9184975194897236,1.8275815025447193,2.0
3495.6120746908946,10.486836224072684,-0.4316543331110251,-0.14790117312311366,1600,0.009535764444423053,30.183927536010742,3.4073095321655273,46,0.0,78.16313171386719,quench,0.003,0.0004554425383330803,0.8398299078667611,2.1000268533667463,2.0
3753.527596115201,11.260582788345603,-0.7181020664921052,-0.19914953512949213,1700,0.008880535037981984,28.01445770263672,3.3327207565307617,44,0.0,78.16313171386719,quench,0.003,0.0007590708972218005,0.7980155917788803,2.1918487114571747,2.0
3811.4371725103056,11.434311517530917,-0.8745740019772321,-0.24945542089560907,1800,0.008745607450582529,26.040342330932617,3.2596468925476074,42,0.0,78.16313171386719,quench,0.003,0.0010626992561105207,0.7866761162296244,2.1413304332635827,2.0
3735.707648196228,11.207122944588685,-0.901035484290041,-0.28997808684589155,1900,0.00892289666977238,24.391714096069336,3.1942434310913086,40,0.0,78.16313171386719,quench,0.003,0.0036435403066646423,0.8199858256555634,2.0114110830740923,2.0
3689.143363501034,11.067430090503102,-0.7827121253052449,-0.3197769306987598,2000,0.009035521271176534,22.701820373535156,3.1224451065063477,38,0.0,78.16313171386719,quench,0.003,0.008653408228328526,0.8554216867469879,1.8173640866722307,2.0
3833.869079025361,11.501607237076083,-0.5846721469362031,-0.31758252172896334,2100,0.008694437041602701,21.6402587890625,3.0745553970336914,37,0.0,78.16313171386719,quench,0.003,0.013511461970548049,0.890148830616584,1.6918858990104886,2.0
3591.0508648383625,10.773152594515087,-0.3488150773152315,-0.2948222210646991,2200,0.009282333942889921,21.111614227294922,3.04982328414917,35,0.0,78.16313171386719,quench,0.003,0.018369515712767574,0.9053862508858965,1.5818997043654228,2.0
