epoch,train_loss,train_acc,test_acc,global_eff_rank,global_entropy,bulk_compression_ratio,entropy_gap,input_eff_rank,input_entropy,output_eff_rank,output_entropy,hidden_1_eff_rank,hidden_1_entropy,deficit_input,deficit_output,deficit_hidden_1
1,4.577441350016334,0.009213323883770375,0.010019735843327767,118.27801513671875,4.773037910461426,0.2694007008828322,1.3115553855895996,92.32344818115234,4.525298118591309,67.00608825683594,4.2047834396362305,24.87200164794922,3.213742733001709,0.0034656431525945663,0.014927181415259838,0.0299670547246933
