M_explore,epoch,epsilon,exploration_mass,hidden_eff_rank,hidden_entropy,hidden_k,peak_eff_rank,phase,tau_opt_const,test_acc,train_acc,train_loss,weight_decay
2.302585092994046,1,0.05161929447058812,0.1,78.16313171386719,4.358798027038574,78,78.16313171386719,heat,0.003,0.0,0,0,0.1
2.302585092994046,100,0.029769155002283085,10.0,65.1510009765625,4.176707744598389,77,78.16313171386719,heat,0.003,0.0,0.8061658398299079,1.3105602370011393,0.1
2.302585092994046,200,0.03394881334984921,20.0,66.36649322509766,4.195192337036133,76,78.16313171386719,heat,0.003,0.0001518141794443601,1.0,0.17974368959644177,0.1
2.302585092994046,300,0.038051781145728845,30.0,67.27305603027344,4.208759784698486,75,78.16313171386719,heat,0.003,0.0003036283588887202,1.0,0.06523154489564018,0.1
2.302585092994046,400,0.043257748679079396,40.0,68.02212524414062,4.219832897186279,74,78.16313171386719,heat,0.003,0.0,1.0,0.040509202351897936,0.1
2.302585092994046,500,0.043207539909260066,50.0,68.09530639648438,4.220908164978027,74,78.16313171386719,heat,0.003,0.0003036283588887202,1.0,0.03071565471172417,0.1
2.302585092994046,600,0.04857747361972341,60.0,69.00273132324219,4.2341461181640625,73,78.16313171386719,heat,0.003,0.0003036283588887202,1.0,0.02456890041712199,0.1
2.302585092994046,700,0.04958344895569879,70.0,69.24137115478516,4.237598419189453,73,78.16313171386719,heat,0.003,0.0003036283588887202,1.0,0.021667002316783455,0.1
2.302585092994046,800,0.05222275249074354,80.0,69.34851837158203,4.239144802093506,72,78.16313171386719,heat,0.003,0.0001518141794443601,1.0,0.019502961484043416,0.1
2.302585092994046,900,0.05208969452025178,90.0,69.62648010253906,4.243144989013672,72,78.16313171386719,heat,0.003,0.0003036283588887202,1.0,0.01818674764761597,0.1
2.302585092994046,1000,0.05257574754170482,100.0,70.02362823486328,4.248832702636719,72,78.16313171386719,heat,0.003,0.0001518141794443601,1.0,0.017168257275924963,0.1
2.302585092994046,1100,0.05314455513007205,110.0,70.4455337524414,4.254839897155762,72,78.16313171386719,heat,0.003,0.0001518141794443601,1.0,0.016374248664094825,0.1
2.302585092994046,1200,0.054863715478223406,120.0,70.88533782958984,4.261063575744629,72,78.16313171386719,heat,0.003,0.0001518141794443601,1.0,0.01593525160544946,0.1
2.302585092994046,1300,0.056804172764064624,130.0,70.93856048583984,4.261814117431641,72,78.16313171386719,heat,0.003,0.0006072567177774404,1.0,0.015327795101745513,0.1
2.302585092994046,1400,0.05599585474361434,140.0,70.95040130615234,4.261981010437012,72,78.16313171386719,heat,0.003,0.0006072567177774404,1.0,0.014952209665922516,0.1
2.302585092994046,1500,0.05619512197584105,150.0,71.23773956298828,4.266022682189941,72,78.16313171386719,heat,0.003,0.0,1.0,0.014514481540555485,0.1
2.302585092994046,1600,0.0593453954033015,160.0,71.16969299316406,4.265067100524902,71,78.16313171386719,heat,0.003,0.0003036283588887202,1.0,0.01438916968029919,0.1
2.302585092994046,1700,0.05879931356105243,170.0,71.20024871826172,4.265496253967285,71,78.16313171386719,heat,0.003,0.0001518141794443601,1.0,0.014084086525712683,0.1
2.302585092994046,1800,0.059815067084532665,180.0,71.39603424072266,4.268242359161377,71,78.16313171386719,heat,0.003,0.0001518141794443601,1.0,0.013634945162981854,0.1
2.302585092994046,1900,0.06106181687931868,190.0,71.7115707397461,4.2726521492004395,71,78.16313171386719,heat,0.003,0.0001518141794443601,1.0,0.013410141535795048,0.1
2.302585092994046,2000,0.06053910831549619,200.0,71.57676696777344,4.27077054977417,71,78.16313171386719,quench,0.003,0.0006072567177774404,1.0,0.013455236845462987,2.0
2.302585092994046,2100,0.036536918752157276,200.0,60.178367614746094,4.097312927246094,70,78.16313171386719,quench,0.003,0.0,1.0,0.7861360911778911,2.0
2.302585092994046,2200,0.013796475285800244,200.0,48.027095794677734,3.871765375137329,68,78.16313171386719,quench,0.003,0.0,0.9957476966690291,1.2149381479585026,2.0
2.302585092994046,2300,0.007144669526458187,200.0,41.05287551879883,3.7148609161376953,65,78.16313171386719,quench,0.003,0.0001518141794443601,0.97413182140326,1.5591187499078092,2.0
2.302585092994046,2400,0.005057120961480131,200.0,36.435726165771484,3.5955498218536377,63,78.16313171386719,quench,0.003,0.0003036283588887202,0.9316087880935506,1.7821692441221166,2.0
2.302585092994046,2500,0.004748167394146823,200.0,32.9014892578125,3.4935178756713867,60,78.16313171386719,quench,0.003,0.0018217701533323211,0.9092841956059532,1.835231003315207,2.0
2.302585092994046,2600,0.0046252236027130265,200.0,29.649154663085938,3.3894336223602295,57,78.16313171386719,quench,0.003,0.004858053742219523,0.920623671155209,1.7156406640161612,2.0
2.302585092994046,2700,0.004823082463982525,200.0,27.184335708618164,3.302640914916992,54,78.16313171386719,quench,0.003,0.01533323212388037,0.9447200566973778,1.5595426861906965,2.0
2.302585092994046,2800,0.005136712851520126,200.0,25.4472599029541,3.2366080284118652,51,78.16313171386719,quench,0.003,0.04524062547441931,0.9677533664068037,1.3668187788240795,2.0
2.302585092994046,2900,0.0054168761244576145,200.0,23.876338958740234,3.1728880405426025,48,78.16313171386719,quench,0.003,0.10915439502049491,0.986888731396173,1.167375545312461,2.0
2.302585092994046,3000,0.005317926061803439,200.0,21.967504501342773,3.089564323425293,46,78.16313171386719,quench,0.003,0.25201153787763775,0.9957476966690291,0.9658553507799463,2.0
2.302585092994046,3100,0.005341936027896713,200.0,19.67342185974121,2.9792685508728027,43,78.16313171386719,quench,0.003,0.4773037801730682,0.9989369241672572,0.7868218146935159,2.0
2.302585092994046,3200,0.005264929463780708,200.0,17.670015335083008,2.8718690872192383,40,78.16313171386719,quench,0.003,0.6817974798846212,0.9996456413890857,0.643452388018602,2.0
2.302585092994046,3300,0.004998578383599311,200.0,16.191720962524414,2.7845001220703125,38,78.16313171386719,quench,0.003,0.8094732047973281,1.0,0.5303047031565477,2.0
2.302585092994046,3400,0.004745277607501112,200.0,15.124122619628906,2.7162909507751465,36,78.16313171386719,quench,0.003,0.884924851981175,1.0,0.4386691028221882,2.0
2.302585092994046,3500,0.004440528331631489,200.0,14.2703857421875,2.658186435699463,34,78.16313171386719,quench,0.003,0.9315318050705936,1.0,0.3662554520736089,2.0
2.302585092994046,3600,0.004276170157181235,200.0,13.595664978027344,2.609750986099243,32,78.16313171386719,quench,0.003,0.9538484894489145,1.0,0.3098438911029078,2.0
2.302585092994046,3700,0.004244534602550442,200.0,13.091193199157715,2.571939706802368,30,78.16313171386719,quench,0.003,0.9650827387277972,1.0,0.26333943714831926,2.0
2.302585092994046,3800,0.004163110017722294,200.0,12.686697959899902,2.5405540466308594,28,78.16313171386719,quench,0.003,0.9703962350083498,1.0,0.22457883368139991,2.0
2.302585092994046,3900,0.004072714840638342,200.0,12.365673065185547,2.5149242877960205,26,78.16313171386719,quench,0.003,0.976772430545013,1.0,0.1937689216191003,2.0
2.302585092994046,4000,0.003758199277261044,200.0,12.114988327026367,2.494443416595459,25,78.16313171386719,quench,0.003,0.9792014574161226,1.0,0.16938398953746348,2.0
2.302585092994046,4100,0.0035497399864341888,200.0,11.9207124710083,2.4782774448394775,24,78.16313171386719,quench,0.003,0.9804159708516775,1.0,0.14886345864820785,2.0
2.302585092994046,4200,0.003450901641139804,200.0,11.75472640991211,2.4642553329467773,23,78.16313171386719,quench,0.003,0.9825413693638986,1.0,0.13086353409256518,2.0
2.302585092994046,4300,0.0036241462436997825,200.0,11.644862174987793,2.454864978790283,21,78.16313171386719,quench,0.003,0.9849703962350084,1.0,0.11619603720478433,2.0
2.302585092994046,4400,0.0036043719798422684,200.0,11.557557106018066,2.4473395347595215,20,78.16313171386719,quench,0.003,0.9861849096705633,1.0,0.10378010849805692,2.0
2.302585092994046,4500,0.0033799482836798,200.0,11.475383758544922,2.44020414352417,20,78.16313171386719,quench,0.003,0.9873994231061181,1.0,0.09320838992305042,2.0
2.302585092994046,4600,0.003482281380338232,200.0,11.391927719116211,2.4329049587249756,19,78.16313171386719,quench,0.003,0.9889175649005617,1.0,0.08404609405196026,2.0
2.302585092994046,4700,0.0036496162610923652,200.0,11.313501358032227,2.425996780395508,18,78.16313171386719,quench,0.003,0.9899802641566723,1.0,0.07592939551125005,2.0
