x_km,y_km,z_km,vx_kms,vy_kms,vz_kms
-2.7280150311e+08,7.3144236906e+08,3.0651121599e+06,-1.2404285616e+01,-3.9580481293e+00,2.9400063257e-01
-2.8349093382e+08,7.2794666385e+08,3.3187924770e+06,-1.2340003849e+01,-4.1348299338e+00,2.9315939291e-01
-2.9412089282e+08,7.2429906461e+08,3.5717745568e+06,-1.2267280045e+01,-4.3072049234e+00,2.9246002732e-01
-3.0469029320e+08,7.2050140493e+08,3.8240217682e+06,-1.2196555006e+01,-4.4826357156e+00,2.9149224782e-01
-3.1519643564e+08,7.1655455001e+08,4.0754803896e+06,-1.2123294464e+01,-4.6549577397e+00,2.9052302217e-01
-3.2563722173e+08,7.1245923502e+08,4.3260907565e+06,-1.2044842224e+01,-4.8237735345e+00,2.8961741874e-01
-3.3601131863e+08,7.0821741356e+08,4.5758186824e+06,-1.1968300233e+01,-4.9961126803e+00,2.8841646438e-01
-3.4631567420e+08,7.0382933783e+08,4.8245979148e+06,-1.1885896749e+01,-5.1612985382e+00,2.8741705894e-01
-3.5654931735e+08,6.9929684538e+08,5.0723887565e+06,-1.1801751007e+01,-5.3284405915e+00,2.8624192780e-01
-3.6670979956e+08,6.9462106384e+08,5.3191425456e+06,-1.1716756384e+01,-5.4960627221e+00,2.8491297072e-01
-3.7679496712e+08,6.8980285057e+08,5.5648040334e+06,-1.1628547796e+01,-5.6569609441e+00,2.8373495094e-01
-3.8680365625e+08,6.8484418893e+08,5.8093367487e+06,-1.1539040741e+01,-5.8213698179e+00,2.8230410084e-01
-3.9673302128e+08,6.7974554634e+08,6.0526780767e+06,-1.1446078666e+01,-5.9813708517e+00,2.8093872919e-01
-4.0658200324e+08,6.7450886346e+08,6.2947917050e+06,-1.1352358598e+01,-6.1392583259e+00,2.7952965695e-01
-4.1634842486e+08,6.6913527872e+08,6.5356245152e+06,-1.1254307006e+01,-6.2990033061e+00,2.7796706735e-01
-4.2603027158e+08,6.6362591707e+08,6.7751286499e+06,-1.1156093774e+01,-6.4542223758e+00,2.7643446123e-01
-4.3562632905e+08,6.5798285511e+08,7.0132720390e+06,-1.1057150947e+01,-6.6090045809e+00,2.7478269715e-01
-4.4513405161e+08,6.5220655390e+08,7.2499883922e+06,-1.0951791727e+01,-6.7614587967e+00,2.7316257459e-01
-4.5455244541e+08,6.4629924016e+08,7.4852523055e+06,-1.0849291869e+01,-6.9125371334e+00,2.7142281429e-01
-4.6387938784e+08,6.4026203553e+08,7.7190107811e+06,-1.0741546012e+01,-7.0619047280e+00,2.6967362571e-01
-4.7311315737e+08,6.3409610151e+08,7.9512138466e+06,-1.0631100350e+01,-7.2097419247e+00,2.6788505558e-01
-4.8225257292e+08,6.2780380275e+08,8.1818398887e+06,-1.0524176448e+01,-7.3573170399e+00,2.6591068123e-01
-4.9129515374e+08,6.2138551006e+08,8.4108185481e+06,-1.0409125155e+01,-7.4993857034e+00,2.6410532960e-01
-5.0024013340e+08,6.1484356330e+08,8.6381257933e+06,-1.0295513841e+01,-7.6429849048e+00,2.6209558348e-01
-5.0908544316e+08,6.0817929410e+08,8.8637165270e+06,-1.0180430360e+01,-7.7840794555e+00,2.6005278101e-01
-5.1782944471e+08,6.0139376957e+08,9.0875369750e+06,-1.0059736185e+01,-7.9211050613e+00,2.5810713592e-01
-5.2647120537e+08,5.9448954454e+08,9.3095700612e+06,-9.9423736215e+00,-8.0615254239e+00,2.5584863662e-01
-5.3500827531e+08,5.8746713949e+08,9.5297521116e+06,-9.8204881403e+00,-8.1949171995e+00,2.5376335371e-01
-5.4343995192e+08,5.8032882416e+08,9.7480569304e+06,-9.6969872570e+00,-8.3275706615e+00,2.5159907150e-01
-5.5176444756e+08,5.7307608932e+08,9.9644419974e+06,-9.5725706974e+00,-8.4613186683e+00,2.4926331400e-01
-5.5998009767e+08,5.6571010255e+08,1.0178857601e+07,-9.4450716520e+00,-8.5884849893e+00,2.4708130914e-01
-5.6808609491e+08,5.5823338861e+08,1.0391283633e+07,-9.3175476922e+00,-8.7181237208e+00,2.4466945669e-01
-5.7608025219e+08,5.5064665124e+08,1.0601659833e+07,-9.1870842987e+00,-8.8444839107e+00,2.4227284987e-01
-5.8396176568e+08,5.4295227914e+08,1.0809966852e+07,-9.0573361956e+00,-8.9665281728e+00,2.3989359221e-01
-5.9172907053e+08,5.3515170520e+08,1.1016158399e+07,-8.9231975660e+00,-9.0895953466e+00,2.3739539160e-01
-5.9938070996e+08,5.2724629230e+08,1.1220190711e+07,-8.7879770738e+00,-9.2089872446e+00,2.3492072653e-01
-6.0691582801e+08,5.1923866020e+08,1.1422050366e+07,-8.6540816471e+00,-9.3271502883e+00,2.3233585330e-01
-6.1433253846e+08,5.1112944798e+08,1.1621672640e+07,-8.5138420268e+00,-9.4434982537e+00,2.2976483775e-01
-6.2163014303e+08,5.0292129016e+08,1.1819047525e+07,-8.3775998193e+00,-9.5575452538e+00,2.2709220024e-01
-6.2880707617e+08,4.9461561777e+08,1.2014130573e+07,-8.2374955944e+00,-9.6686668359e+00,2.2443599725e-01
-6.3586215860e+08,4.8621373904e+08,1.2206873723e+07,-8.0929619412e+00,-9.7779832894e+00,2.2178615265e-01
-6.4279462676e+08,4.7771853580e+08,1.2397274279e+07,-7.9533595893e+00,-9.8873167593e+00,2.1893378355e-01
-6.4960266380e+08,4.6913058316e+08,1.2585267051e+07,-7.8066458971e+00,-9.9915430697e+00,2.1623058218e-01
-6.5628581092e+08,4.6045255357e+08,1.2770842900e+07,-7.6617148777e+00,-1.0096079518e+01,2.1336661758e-01
-6.6284259651e+08,4.5168609584e+08,1.2953967705e+07,-7.5171292819e+00,-1.0198033739e+01,2.1044816115e-01
-6.6927189663e+08,4.4283239168e+08,1.3134591798e+07,-7.3662257219e+00,-1.0294701209e+01,2.0769306332e-01
-6.7557321483e+08,4.3389439199e+08,1.3312714284e+07,-7.2186888313e+00,-1.0394461762e+01,2.0465055063e-01
-6.8174483195e+08,4.2487281734e+08,1.3488276369e+07,-7.0677450934e+00,-1.0488964833e+01,2.0171315241e-01
-6.8778631056e+08,4.1577024028e+08,1.3661266764e+07,-6.9161642538e+00,-1.0580982955e+01,1.9875460939e-01
-6.9369646364e+08,4.0658841343e+08,1.3831653066e+07,-6.7647104316e+00,-1.0674053812e+01,1.9561363571e-01
-6.9947416589e+08,3.9732862719e+08,1.3999392107e+07,-6.6103659018e+00,-1.0760188413e+01,1.9264770855e-01
-7.0511899407e+08,3.8799373559e+08,1.4164481174e+07,-6.4562731457e+00,-1.0847086572e+01,1.8952754186e-01
-7.1062955383e+08,3.7858456465e+08,1.4326863348e+07,-6.2989768820e+00,-1.0932759901e+01,1.8636781695e-01
-7.1600534351e+08,3.6910381081e+08,1.4486535941e+07,-6.1440511294e+00,-1.1013570304e+01,1.8323537933e-01
-7.2124535004e+08,3.5955312953e+08,1.4643464007e+07,-5.9861367953e+00,-1.1094470413e+01,1.8000374915e-01
-7.2634868830e+08,3.4993393227e+08,1.4797608078e+07,-5.8266720961e+00,-1.1171880147e+01,1.7680374163e-01
-7.3131485211e+08,3.4024914862e+08,1.4948972046e+07,-5.6698321903e+00,-1.1246569441e+01,1.7354331956e-01
-7.3614270321e+08,3.3049946879e+08,1.5097492490e+07,-5.5059255205e+00,-1.1320213956e+01,1.7029659035e-01
-7.4083189777e+08,3.2068778195e+08,1.5243173820e+07,-5.3465009195e+00,-1.1392036700e+01,1.6694132887e-01
-7.4538140324e+08,3.1081579194e+08,1.5385986611e+07,-5.1858640456e+00,-1.1460570878e+01,1.6358801155e-01
-7.4979057851e+08,3.0088480276e+08,1.5525887564e+07,-5.0201870607e+00,-1.1526590365e+01,1.6028515071e-01
-7.5405903125e+08,2.9089795899e+08,1.5662890987e+07,-4.8602998467e+00,-1.1591806871e+01,1.5680941918e-01
-7.5818567318e+08,2.8085589602e+08,1.5796935700e+07,-4.6936557520e+00,-1.1652373710e+01,1.5347965089e-01
-7.6217040204e+08,2.7076143876e+08,1.5928024841e+07,-4.5281180196e+00,-1.1712958012e+01,1.5003128914e-01
-7.6601232987e+08,2.6061649801e+08,1.6056138652e+07,-4.3651719398e+00,-1.1771998842e+01,1.4647110091e-01
-7.6971082817e+08,2.5042227060e+08,1.6181233434e+07,-4.1966928900e+00,-1.1825000686e+01,1.4310022104e-01
-7.7326572316e+08,2.4018188709e+08,1.6303323180e+07,-4.0317020420e+00,-1.1879452653e+01,1.3951072568e-01
-7.7667605412e+08,2.2989613070e+08,1.6422354058e+07,-3.8637022428e+00,-1.1929901784e+01,1.3599192447e-01
-7.7994171110e+08,2.1956770529e+08,1.6538328930e+07,-3.6950106498e+00,-1.1976865195e+01,1.3251468047e-01
-7.8306211156e+08,2.0919855842e+08,1.6651229003e+07,-3.5273391395e+00,-1.2025755503e+01,1.2882906195e-01
-7.8603667803e+08,1.9879002250e+08,1.6761018892e+07,-3.3580122196e+00,-1.2068454327e+01,1.2528638999e-01
-7.8886524304e+08,1.8834511458e+08,1.6867713144e+07,-3.1901333515e+00,-1.2109423178e+01,1.2167495795e-01
-7.9154718018e+08,1.7786464223e+08,1.6971258213e+07,-3.0184823927e+00,-1.2150078855e+01,1.1801415419e-01
-7.9408233936e+08,1.6735140570e+08,1.7071664507e+07,-2.8494429493e+00,-1.2185655157e+01,1.1440799482e-01
-7.9647025609e+08,1.5680721943e+08,1.7168909723e+07,-2.6784832687e+00,-1.2221219562e+01,1.1071231670e-01
-7.9871062939e+08,1.4623348953e+08,1.7262959477e+07,-2.5060074849e+00,-1.2254694902e+01,1.0701292751e-01
-8.0080319582e+08,1.3563334709e+08,1.7353837144e+07,-2.3383974478e+00,-1.2283906053e+01,1.0328936489e-01
-8.0274751974e+08,1.2500744447e+08,1.7441484559e+07,-2.1637275023e+00,-1.2311661602e+01,9.9609323222e-02
-8.0454364507e+08,1.1435869215e+08,1.7525917040e+07,-1.9926003766e+00,-1.2337643182e+01,9.5854297716e-02
-8.0619108946e+08,1.0368897221e+08,1.7607119569e+07,-1.8219933739e+00,-1.2360656569e+01,9.2087300861e-02
-8.0768978332e+08,9.2999542305e+07,1.7685053735e+07,-1.6461265239e+00,-1.2381763786e+01,8.8373248359e-02
-8.0903961633e+08,8.2293705999e+07,1.7759751492e+07,-1.4775006030e+00,-1.2401635206e+01,8.4495087862e-02
-8.1024016492e+08,7.1572100502e+07,1.7831158423e+07,-1.3036243344e+00,-1.2416677336e+01,8.0758816565e-02
-8.1129165694e+08,6.0837489588e+07,1.7899285752e+07,-1.1295769605e+00,-1.2430432739e+01,7.6988820357e-02
-8.1219378758e+08,5.0091928882e+07,1.7964126332e+07,-9.5893028012e-01,-1.2443688939e+01,7.3079640288e-02
-8.1294649945e+08,3.9336606343e+07,1.8025643750e+07,-7.8339419819e-01,-1.2451661959e+01,6.9347892897e-02
-8.1354988870e+08,2.8574758545e+07,1.8083869611e+07,-6.1208869479e-01,-1.2460056950e+01,6.5444493450e-02
-8.1400370638e+08,1.7807186248e+07,1.8138758270e+07,-4.3929958789e-01,-1.2465550054e+01,6.1561855649e-02
-8.1430813104e+08,7.0365328909e+06,1.8190323176e+07,-2.6585112243e-01,-1.2465730894e+01,5.7804228361e-02
-8.1446315084e+08,-3.7352007135e+06,1.8238557093e+07,-9.3238847904e-02,-1.2467805041e+01,5.3865495988e-02
-8.1446883446e+08,-1.4506713392e+07,1.8283431044e+07,8.0748168787e-02,-1.2465705256e+01,5.0018120837e-02
-8.1432524468e+08,-2.5274896971e+07,1.8324977190e+07,2.5183367555e-01,-1.2460542645e+01,4.6152248517e-02
-8.1403245697e+08,-3.6038973722e+07,1.8363148325e+07,4.2594673697e-01,-1.2455978684e+01,4.2208087687e-02
-8.1359062660e+08,-4.6796197610e+07,1.8397965918e+07,5.9686657296e-01,-1.2445663587e+01,3.8350176344e-02
-8.1299978505e+08,-5.7544718462e+07,1.8429421487e+07,7.6909385812e-01,-1.2434057460e+01,3.4462908097e-02
-8.1226031318e+08,-6.8283242803e+07,1.8457485670e+07,9.4392414150e-01,-1.2422093169e+01,3.0553411007e-02
-8.1137221892e+08,-7.9008549240e+07,1.8482200208e+07,1.1122458805e+00,-1.2405807571e+01,2.6623889589e-02
-8.1033572146e+08,-8.9720014107e+07,1.8503515417e+07,1.2862729194e+00,-1.2388287938e+01,2.2729894263e-02
-8.0915119153e+08,-1.0041485106e+08,1.8521456015e+07,1.4570006381e+00,-1.2368637946e+01,1.8794481118e-02
-8.0781862184e+08,-1.1109113918e+08,1.8536021462e+07,1.6256087950e+00,-1.2345334545e+01,1.4866398527e-02
-8.0633856123e+08,-1.2174779277e+08,1.8547176485e+07,1.8005029542e+00,-1.2320485082e+01,1.1018836953e-02
-8.0471119550e+08,-1.3238149389e+08,1.8554967286e+07,1.9680053260e+00,-1.2294813165e+01,7.0175111352e-03
-8.0293674994e+08,-1.4299157170e+08,1.8559349941e+07,2.1384741710e+00,-1.2265476310e+01,3.1044142510e-03
-8.0101572649e+08,-1.5357541107e+08,1.8560345696e+07,2.3092421039e+00,-1.2233644466e+01,-7.7648174657e-04
-7.9894830628e+08,-1.6413094637e+08,1.8557961761e+07,2.4756140575e+00,-1.2201143253e+01,-4.7875459748e-03
-7.9673503150e+08,-1.7465713369e+08,1.8552167045e+07,2.6467129782e+00,-1.2163772586e+01,-8.6165444502e-03
-7.9437626340e+08,-1.8515080015e+08,1.8543006198e+07,2.8142226445e+00,-1.2126024517e+01,-1.2549075673e-02
-7.9187246544e+08,-1.9561112257e+08,1.8530443444e+07,2.9818161823e+00,-1.2087665593e+01,-1.6538739323e-02
-7.8922407434e+08,-2.0603557497e+08,1.8514503291e+07,3.1489315820e+00,-1.2043239990e+01,-2.0372353349e-02
-7.8643150220e+08,-2.1642219966e+08,1.8495191048e+07,3.3145961515e+00,-1.1999587836e+01,-2.4338366207e-02
-7.8349544344e+08,-2.2676984440e+08,1.8472482076e+07,3.4816702979e+00,-1.1952961920e+01,-2.8237082997e-02
-7.8041618472e+08,-2.3707546255e+08,1.8446423003e+07,3.6456060631e+00,-1.1901934801e+01,-3.2081307344e-02
-7.7719451952e+08,-2.4733830239e+08,1.8416976310e+07,3.8123608023e+00,-1.1853114514e+01,-3.6034154852e-02
-7.7383093585e+08,-2.5755572409e+08,1.8384175318e+07,3.9749685694e+00,-1.1799326666e+01,-3.9918292976e-02
-7.7032583572e+08,-2.6772589407e+08,1.8348027144e+07,4.1369597053e+00,-1.1742726647e+01,-4.3786282568e-02
-7.6668022541e+08,-2.7784772928e+08,1.8308506283e+07,4.3023038563e+00,-1.1686371059e+01,-4.7667369891e-02
-7.6289437359e+08,-2.8791809912e+08,1.8265668585e+07,4.4608245208e+00,-1.1625169006e+01,-5.1528811413e-02
-7.5896917451e+08,-2.9793642536e+08,1.8219474096e+07,4.6242810734e+00,-1.1563430724e+01,-5.5361731079e-02
-7.5490536232e+08,-3.0790010541e+08,1.8169955418e+07,4.7848988073e+00,-1.1500529696e+01,-5.9235742159e-02
-7.5070330904e+08,-3.1780719798e+08,1.8117128323e+07,4.9408752186e+00,-1.1433745619e+01,-6.3110820069e-02
-7.4636412236e+08,-3.2765681976e+08,1.8060963372e+07,5.1028748017e+00,-1.1365029629e+01,-6.6875715647e-02
-7.4188826166e+08,-3.3744582602e+08,1.8001519300e+07,5.2582867459e+00,-1.1294817558e+01,-7.0732568711e-02
-7.3727664503e+08,-3.4717357312e+08,1.7938763653e+07,5.4153617708e+00,-1.1222230811e+01,-7.4538940976e-02
-7.3253011495e+08,-3.5683767171e+08,1.7872725390e+07,5.5732025813e+00,-1.1147202640e+01,-7.8276936533e-02
-7.2764927242e+08,-3.6643608129e+08,1.7803426782e+07,5.7252683754e+00,-1.1072052187e+01,-8.2158968793e-02
-7.2263521731e+08,-3.7596791653e+08,1.7730844440e+07,5.8804912179e+00,-1.0992475493e+01,-8.5879589014e-02
-7.1748850978e+08,-3.8543024795e+08,1.7655033544e+07,6.0327373668e+00,-1.0910499093e+01,-8.9599748527e-02
-7.1221032260e+08,-3.9482233122e+08,1.7575966848e+07,6.1847936864e+00,-1.0829565771e+01,-9.3414738866e-02
-7.0680143205e+08,-4.0414184674e+08,1.7493676997e+07,6.3361267425e+00,-1.0742996992e+01,-9.7062752360e-02
-7.0126263372e+08,-4.1338689791e+08,1.7408184422e+07,6.4851379516e+00,-1.0656882606e+01,-1.0081320770e-01
-6.9559523620e+08,-4.2255648375e+08,1.7319473094e+07,6.6344462433e+00,-1.0569499006e+01,-1.0455064454e-01
-6.8979968947e+08,-4.3164778088e+08,1.7227602838e+07,6.7798218889e+00,-1.0475708407e+01,-1.0815250004e-01
-6.8387745324e+08,-4.4066017927e+08,1.7132544759e+07,6.9282074334e+00,-1.0384406734e+01,-1.1184450510e-01
-6.7782942878e+08,-4.4959128867e+08,1.7034339453e+07,7.0729343611e+00,-1.0289567346e+01,-1.1548081130e-01
-6.7165637865e+08,-4.5843933622e+08,1.6933010333e+07,7.2154131518e+00,-1.0191514190e+01,-1.1907862166e-01
-6.6535991241e+08,-4.6720344276e+08,1.6828538493e+07,7.3608621063e+00,-1.0094986945e+01,-1.2271431692e-01
-6.5894048455e+08,-4.7588070890e+08,1.6720991891e+07,7.4985939755e+00,-9.9929424114e+00,-1.2629807285e-01
-6.5239957482e+08,-4.8447068098e+08,1.6610341470e+07,7.6402071435e+00,-9.8897981648e+00,-1.2982602351e-01
-6.4573833253e+08,-4.9297109050e+08,1.6496625654e+07,7.7806205951e+00,-9.7861213727e+00,-1.3336138436e-01
-6.3895753978e+08,-5.0138006197e+08,1.6379877442e+07,7.9149903994e+00,-9.6793452643e+00,-1.3691190740e-01
-6.3205887593e+08,-5.0969690168e+08,1.6260076241e+07,8.0542480286e+00,-9.5714828244e+00,-1.4036969994e-01
-6.2504299580e+08,-5.1791876221e+08,1.6137291627e+07,8.1869541432e+00,-9.4614841815e+00,-1.4386949984e-01
-6.1791140816e+08,-5.2604510207e+08,1.6011503905e+07,8.3194531454e+00,-9.3495094995e+00,-1.4733891868e-01
-6.1066531010e+08,-5.3407391537e+08,1.5882747203e+07,8.4537654208e+00,-9.2344907552e+00,-1.5067589068e-01
-6.0330571893e+08,-5.4200332218e+08,1.5751056694e+07,8.5824277802e+00,-9.1200011203e+00,-1.5414415324e-01
-5.9583432526e+08,-5.4983258798e+08,1.5616417864e+07,8.7126024546e+00,-9.0031127990e+00,-1.5751761001e-01
-5.8825182460e+08,-5.5755909630e+08,1.5478896726e+07,8.8395173591e+00,-8.8824551213e+00,-1.6081720433e-01
-5.8055998322e+08,-5.6518222484e+08,1.5338478754e+07,8.9650990338e+00,-8.7635709039e+00,-1.6422961637e-01
-5.7275993093e+08,-5.7270000991e+08,1.5195203887e+07,9.0898536848e+00,-8.6389441903e+00,-1.6744859440e-01
-5.6485282210e+08,-5.8011077762e+08,1.5049104971e+07,9.2126699138e+00,-8.5139705296e+00,-1.7070335371e-01
-5.5684061796e+08,-5.8741371040e+08,1.4900173832e+07,9.3353698649e+00,-8.3904446251e+00,-1.7401424344e-01
-5.4872391918e+08,-5.9460626952e+08,1.4748482589e+07,9.4528759007e+00,-8.2599905480e+00,-1.7715897946e-01
-5.4050472020e+08,-6.0168800160e+08,1.4594014445e+07,9.5722714502e+00,-8.1318221726e+00,-1.8037747684e-01
-5.3218430430e+08,-6.0865690561e+08,1.4436814922e+07,9.6883576658e+00,-8.0007546276e+00,-1.8353477911e-01
-5.2376374723e+08,-6.1551142276e+08,1.4276920593e+07,9.8014937851e+00,-7.8654469698e+00,-1.8659914687e-01
-5.1524529074e+08,-6.2225091064e+08,1.4114319691e+07,9.9180481548e+00,-7.7332834288e+00,-1.8971756799e-01
-5.0662961794e+08,-6.2887277078e+08,1.3949092462e+07,1.0026402482e+01,-7.5964112634e+00,-1.9278334044e-01
-4.9791871488e+08,-6.3537665989e+08,1.3781225777e+07,1.0136169973e+01,-7.4583404347e+00,-1.9579765118e-01
-4.8911409789e+08,-6.4176076104e+08,1.3610762589e+07,1.0245549887e+01,-7.3196483469e+00,-1.9877892518e-01
-4.8021689631e+08,-6.4802344308e+08,1.3437749469e+07,1.0348311744e+01,-7.1776309772e+00,-2.0174688606e-01
-4.7122939222e+08,-6.5416426157e+08,1.3262174521e+07,1.0455491669e+01,-7.0354498510e+00,-2.0462990149e-01
-4.6215248633e+08,-6.6018077876e+08,1.3084115768e+07,1.0557051892e+01,-6.8915956247e+00,-2.0751939108e-01
-4.5298822242e+08,-6.6607255124e+08,1.2903568963e+07,1.0655879688e+01,-6.7471132146e+00,-2.1043165521e-01
-4.4373810392e+08,-6.7183801660e+08,1.2720573854e+07,1.0756091646e+01,-6.5989930602e+00,-2.1317149019e-01
-4.3440347087e+08,-6.7747562073e+08,1.2535177663e+07,1.0851015518e+01,-6.4506981642e+00,-2.1598229701e-01
-4.2498663959e+08,-6.8298487121e+08,1.2347376357e+07,1.0946623375e+01,-6.3016681496e+00,-2.1873791681e-01
-4.1548851768e+08,-6.8836361039e+08,1.2157244723e+07,1.1039605856e+01,-6.1484036540e+00,-2.2135634332e-01
-4.0591142805e+08,-6.9361137606e+08,1.1964782263e+07,1.1130092627e+01,-5.9985714200e+00,-2.2412626167e-01
-3.9625683285e+08,-6.9872661730e+08,1.1770036363e+07,1.1218454318e+01,-5.8437016194e+00,-2.2671807283e-01
-3.8652612550e+08,-7.0370803423e+08,1.1573051867e+07,1.1304558049e+01,-5.6866454046e+00,-2.2925719422e-01
-3.7672189102e+08,-7.0855512784e+08,1.1373827814e+07,1.1390728742e+01,-5.5327390307e+00,-2.3188097770e-01
-3.6684493667e+08,-7.1326582807e+08,1.1172443920e+07,1.1471813956e+01,-5.3720141133e+00,-2.3430649120e-01
-3.5689774753e+08,-7.1783987575e+08,1.0968896783e+07,1.1553840705e+01,-5.2141813941e+00,-2.3680360039e-01
-3.4688198317e+08,-7.2227570334e+08,1.0763238579e+07,1.1632209995e+01,-5.0552012660e+00,-2.3927220538e-01
-3.3679892881e+08,-7.2657208645e+08,1.0555521034e+07,1.1706014413e+01,-4.8907081005e+00,-2.4159637268e-01
-3.2665138213e+08,-7.3072874622e+08,1.0345740293e+07,1.1783335031e+01,-4.7296502479e+00,-2.4395612403e-01
-3.1644027897e+08,-7.3474361717e+08,1.0133982641e+07,1.1853546338e+01,-4.5646359568e+00,-2.4623874376e-01
-3.0616807946e+08,-7.3861653541e+08,9.9202506507e+06,1.1923455431e+01,-4.3991567568e+00,-2.4848302671e-01
-2.9583666331e+08,-7.4234617990e+08,9.7045924597e+06,1.1993243800e+01,-4.2341527415e+00,-2.5069298609e-01
-2.8544739437e+08,-7.4593128000e+08,9.4870679168e+06,1.2055192564e+01,-4.0658932951e+00,-2.5287670073e-01
-2.7500303824e+08,-7.4937172419e+08,9.2676746753e+06,1.2120175716e+01,-3.8974958041e+00,-2.5497154777e-01
-2.6450470767e+08,-7.5266569766e+08,9.0464945886e+06,1.2181408489e+01,-3.7270185998e+00,-2.5699824361e-01
-2.5395495539e+08,-7.5581295199e+08,8.8235394754e+06,1.2238753466e+01,-3.5576065485e+00,-2.5908441548e-01
-2.4335563249e+08,-7.5881240701e+08,8.5988567621e+06,1.2296950865e+01,-3.3854905951e+00,-2.6100093713e-01
-2.3270830337e+08,-7.6166293939e+08,8.3725057827e+06,1.2349588789e+01,-3.2129799065e+00,-2.6294708520e-01
-2.2201578761e+08,-7.6436436854e+08,8.1444937442e+06,1.2401064702e+01,-3.0410159569e+00,-2.6488152524e-01
-2.1127914562e+08,-7.6691519263e+08,7.9149002289e+06,1.2450748765e+01,-2.8635198831e+00,-2.6659074835e-01
-2.0050119060e+08,-7.6931525127e+08,7.6837375192e+06,1.2498093690e+01,-2.6904694123e+00,-2.6844769042e-01
-1.8968376895e+08,-7.7156348273e+08,7.4510590404e+06,1.2542735145e+01,-2.5145797020e+00,-2.7017471289e-01
-1.7882842988e+08,-7.7365903865e+08,7.2169210113e+06,1.2584372184e+01,-2.3357264501e+00,-2.7179456289e-01
-1.6793824529e+08,-7.7560176843e+08,6.9813323918e+06,1.2625081192e+01,-2.1614337229e+00,-2.7353162836e-01
-1.5701417452e+08,-7.7739023964e+08,6.7443791361e+06,1.2660610242e+01,-1.9799473143e+00,-2.7502737276e-01
-1.4605910840e+08,-7.7902453988e+08,6.5060714749e+06,1.2696895525e+01,-1.8009264317e+00,-2.7654839033e-01
-1.3507512632e+08,-7.8050366514e+08,6.2664652742e+06,1.2730364229e+01,-1.6231346504e+00,-2.7807441761e-01
-1.2406368513e+08,-7.8182682691e+08,6.0256248214e+06,1.2757938883e+01,-1.4401312522e+00,-2.7944450771e-01
-1.1302800810e+08,-7.8299411871e+08,5.7835568195e+06,1.2787773198e+01,-1.2611603510e+00,-2.8085636032e-01
-1.0196919930e+08,-7.8400417654e+08,5.5403508280e+06,1.2811124207e+01,-1.0784954668e+00,-2.8215960509e-01
-9.0890068135e+07,-7.8485717546e+08,5.2960232187e+06,1.2832819507e+01,-8.9512999551e-01,-2.8340486830e-01
-7.9792854882e+07,-7.8555242705e+08,5.0506238653e+06,1.2855654657e+01,-7.1328502076e-01,-2.8460023468e-01
-6.8679134831e+07,-7.8608914712e+08,4.8042233187e+06,1.2870574482e+01,-5.2939127246e-01,-2.8576861235e-01
-5.7552076596e+07,-7.8646754388e+08,4.5568334178e+06,1.2886101312e+01,-3.4651411580e-01,-2.8688619366e-01
-4.6412921818e+07,-7.8668656509e+08,4.3085391979e+06,1.2898740474e+01,-1.6106441094e-01,-2.8787208797e-01
-3.5264576099e+07,-7.8674633746e+08,4.0593662011e+06,1.2906498385e+01,2.2813342619e-02,-2.8891683743e-01
-2.4109213518e+07,-7.8664641750e+08,3.8093657084e+06,1.2915211780e+01,2.0869942669e-01,-2.8978229622e-01
-1.2948587286e+07,-7.8638628501e+08,3.5586050885e+06,1.2919478559e+01,3.9463609784e-01,-2.9063050181e-01
-1.7859502112e+06,-7.8596610017e+08,3.3071043044e+06,1.2920670118e+01,5.7749552974e-01,-2.9154353921e-01
9.3775694649e+06,-7.8538512020e+08,3.0549461705e+06,1.2919684060e+01,7.6636653668e-01,-2.9218534166e-01
2.0538880531e+07,-7.8464363677e+08,2.8021545328e+06,1.2916061587e+01,9.5098417266e-01,-2.9294007209e-01
3.1695812233e+07,-7.8374123393e+08,2.5487868324e+06,1.2909740608e+01,1.1368934650e+00,-2.9358676047e-01
4.2846693392e+07,-7.8267770049e+08,2.2949083694e+06,1.2900899639e+01,1.3262626698e+00,-2.9406043862e-01
5.3988031196e+07,-7.8145330452e+08,2.0405391886e+06,1.2890631382e+01,1.5087557105e+00,-2.9469918213e-01
6.5118774434e+07,-7.8006736271e+08,1.7857687785e+06,1.2874544376e+01,1.6973797768e+00,-2.9510385235e-01
7.6235857183e+07,-7.7852042569e+08,1.5306204366e+06,1.2857886888e+01,1.8845163659e+00,-2.9548524757e-01
8.7336904233e+07,-7.7681222069e+08,1.2751511082e+06,1.2839333105e+01,2.0691043633e+00,-2.9587537986e-01
9.8420362026e+07,-7.7494262302e+08,1.0194320556e+06,1.2815048394e+01,2.2586851637e+00,-2.9607719576e-01
1.0948268440e+08,-7.7291217825e+08,7.6347948755e+05,1.2792385864e+01,2.4430337130e+00,-2.9633533435e-01
1.2052266864e+08,-7.7072032571e+08,5.0738303507e+05,1.2763961871e+01,2.6293644720e+00,-2.9649443638e-01
1.3153737493e+08,-7.6836765048e+08,2.5117412408e+05,1.2731602956e+01,2.8163586835e+00,-2.9659247439e-01
