epoch,train_acc,test_acc,train_loss,functional_defect,class_separation,geometric_defect,explained_variance,functorial_defect_euclidean,functorial_defect_tangent,manifold_curvature,dirichlet_total,dirichlet_within_class,dirichlet_between_class,ridge_ratio,dirichlet_normalized,energy_grad_norm,info_grad_norm,gradient_ratio,tsallis_q,hub_concentration,activation_gini,hessian_trace,hessian_max_eigenvalue,hessian_density_zero,hessian_spectral_gap,hessian_n_negative,phase
1000,1.0,0.0,0.008557557128369808,0.8784163735362406,0.17234234319681746,0.814610481262207,0.33640509843826294,0.9075348087264765,877.8664151671464,0.9050724980116768,243.02825927734375,0.0,243.02825927734375,inf,0.32561670340828297,"tensor(0.0047, device='cuda:0')","tensor(1.4758, device='cuda:0')","tensor(316.0426, device='cuda:0')",1.0,0.11929377168416977,0.10567695658177167,11.591310065181462,0.23844091880098328,0.38,0.00012147152542540612,2,MEMORIZATION
1100,1.0,0.0,0.007647518999874592,0.875284035338517,0.17641472286847662,0.8154894709587097,0.33497175574302673,0.7681294012227704,108.21066096802964,0.8994604579451795,240.05123901367188,0.0,240.05123901367188,inf,0.3245509071361312,"tensor(0.0042, device='cuda:0')","tensor(1.4684, device='cuda:0')","tensor(346.9836, device='cuda:0')",1.0,0.11970613151788712,0.10385456478025057,,,,,,MEMORIZATION
1200,1.0,0.0,0.006864899303764105,0.8722404524397638,0.18039965273710049,0.81644207239151,0.33341851830482483,0.7044314788758586,2030.741449650543,0.8971008720798624,231.44581604003906,0.0,231.44581604003906,inf,0.31935723408229383,"tensor(0.0039, device='cuda:0')","tensor(1.4694, device='cuda:0')","tensor(380.9709, device='cuda:0')",1.0,0.12057933211326599,0.10253284275524666,,,,,,MEMORIZATION
1300,1.0,0.0,0.006196824833750725,0.8693359570511945,0.1842292731860924,0.8173345923423767,0.33195826411247253,0.9543502794886957,224.74602408315735,0.9018317669608702,226.25015258789062,0.0,226.25015258789062,inf,0.32184341465279187,"tensor(0.0035, device='cuda:0')","tensor(1.4657, device='cuda:0')","tensor(415.4460, device='cuda:0')",1.0,0.12160933017730713,0.10167272170217168,,,,,,MEMORIZATION
1400,1.0,0.0,0.005621003452688456,0.8665757262564431,0.18789222394655444,0.8181462287902832,0.33063116669654846,0.8951561088474439,4521.224936385777,0.9064675243772697,224.77171325683594,0.0,224.77171325683594,inf,0.318098156135229,"tensor(0.0032, device='cuda:0')","tensor(1.4664, device='cuda:0')","tensor(452.7615, device='cuda:0')",1.0,0.12272201478481293,0.10117875365429452,,,,,,MEMORIZATION
1500,1.0,0.0,0.0051156762056052685,0.8639438273490105,0.19140689046575204,0.8189050555229187,0.3293898105621338,1.0687019332235603,611.7310913604555,0.903832505766537,218.6475372314453,0.0,218.6475372314453,inf,0.31796303385412983,"tensor(0.0030, device='cuda:0')","tensor(1.4648, device='cuda:0')","tensor(491.3493, device='cuda:0')",1.0,0.12377854436635971,0.10088377941417992,6.986017061499296,0.146765451635582,0.67,7.926306779736762e-05,2,MEMORIZATION
1600,1.0,0.0,0.004671377129852772,0.8613975063474955,0.1948279807329068,0.8197051882743835,0.32807740569114685,0.8442877690430326,963.8180538556808,0.9038018108783499,218.33384704589844,0.0,218.33384704589844,inf,0.31209543424962355,"tensor(0.0028, device='cuda:0')","tensor(1.4672, device='cuda:0')","tensor(532.9473, device='cuda:0')",1.0,0.1248076781630516,0.10059372522045573,,,,,,MEMORIZATION
1700,1.0,0.0,0.004277699626982212,0.8589234981688135,0.1981714213394027,0.820397675037384,0.32694342732429504,0.8602573120579515,759.890503568597,0.894519895473026,216.80551147460938,0.0,216.80551147460938,inf,0.3126846070222413,"tensor(0.0025, device='cuda:0')","tensor(1.4704, device='cuda:0')","tensor(576.8080, device='cuda:0')",1.0,0.1260155886411667,0.10033558426721212,,,,,,MEMORIZATION
1800,1.0,0.0,0.0039262231439352036,0.8564919521732779,0.2014765033384277,0.8210816383361816,0.32582101225852966,0.7721517665656112,1959.9474621854813,0.9041699316594161,213.3657989501953,0.0,213.3657989501953,inf,0.3116971371537126,"tensor(0.0024, device='cuda:0')","tensor(1.4713, device='cuda:0')","tensor(622.8349, device='cuda:0')",1.0,0.1273854374885559,0.10001959699143115,,,,,,MEMORIZATION
1900,1.0,0.0,0.0036145425401628017,0.8541215103369969,0.20471660547909107,0.821800947189331,0.3246358335018158,0.6395414239568059,58.68382582121663,0.9038403607438233,209.8455352783203,0.0,209.8455352783203,inf,0.30948288659392914,"tensor(0.0022, device='cuda:0')","tensor(1.4717, device='cuda:0')","tensor(670.5515, device='cuda:0')",1.0,0.12872642278671265,0.09962983309208606,,,,,,MEMORIZATION
2000,1.0,0.0,0.0033306677360087633,0.8517984776040305,0.207909359558275,0.8225892782211304,0.32334282994270325,0.8087223581609786,835.8206366402179,0.9047650872656714,209.61158752441406,0.0,209.61158752441406,inf,0.30802637744587535,"tensor(0.0020, device='cuda:0')","tensor(1.4759, device='cuda:0')","tensor(722.9308, device='cuda:0')",1.0,0.1301632821559906,0.09964060807447972,4.718077738863939,0.09899113850702948,1.0,5.441596205955328e-05,2,MEMORIZATION
2100,1.0,0.0,0.003077294211834669,0.8494626804006703,0.2111372219827541,0.8233739733695984,0.32205069065093994,0.6876385547024396,63.92227554766586,0.9008884639973481,204.57373046875,0.0,204.57373046875,inf,0.30244731290782306,"tensor(0.0019, device='cuda:0')","tensor(1.4765, device='cuda:0')","tensor(776.6534, device='cuda:0')",1.0,0.13165448606014252,0.09987351623113105,,,,,,MEMORIZATION
2200,1.0,0.0,0.0028491707053035498,0.8471770744648434,0.21431307831333146,0.8240941166877747,0.3208655118942261,0.7054950018204107,209.93248892580743,0.9053684371209667,203.80592346191406,0.0,203.80592346191406,inf,0.29831941788494937,"tensor(0.0018, device='cuda:0')","tensor(1.4808, device='cuda:0')","tensor(834.3166, device='cuda:0')",1.0,0.13306742906570435,0.10021531905842218,,,,,,MEMORIZATION
2300,1.0,0.0,0.0026417274493724108,0.8448985128618468,0.2174961357838113,0.8247814178466797,0.31973204016685486,0.8198885629032084,127.3113721099614,0.9012900200404991,202.14053344726562,0.0,202.14053344726562,inf,0.29385944153765026,"tensor(0.0017, device='cuda:0')","tensor(1.4837, device='cuda:0')","tensor(893.7932, device='cuda:0')",1.0,0.1343308687210083,0.10069682443530381,,,,,,MEMORIZATION
2400,1.0,0.0,0.0024538561701774597,0.8426203836747392,0.22069530987198982,0.8253448009490967,0.3188033699989319,0.8660944851003733,510.3991310922672,0.9064105432402914,201.62355041503906,0.0,201.62355041503906,inf,0.2936942629733671,"tensor(0.0016, device='cuda:0')","tensor(1.4859, device='cuda:0')","tensor(958.1404, device='cuda:0')",1.0,0.1354948729276657,0.10133978074291128,,,,,,MEMORIZATION
2500,1.0,0.0,0.0022825347259640694,0.8403945672244335,0.2238373818088229,0.8258031606674194,0.3180423080921173,0.9524767964881833,528.4973270673546,0.9059460019970662,200.90919494628906,0.0,200.90919494628906,inf,0.29452674291901354,"tensor(0.0015, device='cuda:0')","tensor(1.4922, device='cuda:0')","tensor(1024.5654, device='cuda:0')",1.0,0.13654173910617828,0.10210278427824748,3.3476587073746487,0.0700807105869813,1.0,3.974831807242441e-05,2,MEMORIZATION
2600,1.0,0.0,0.0021271519362926483,0.8382196453556506,0.22692385381092156,0.8261716365814209,0.31743839383125305,0.829045939960259,431.40215074359253,0.9078369765817893,202.5967254638672,0.0,202.5967254638672,inf,0.2877682532426677,"tensor(0.0014, device='cuda:0')","tensor(1.4931, device='cuda:0')","tensor(1093.2965, device='cuda:0')",1.0,0.13752435147762299,0.10293343924784593,,,,,,MEMORIZATION
2700,1.0,0.00015181417984422296,0.0019848106894642115,0.836046176858475,0.23002446280884015,0.8264790773391724,0.3169287145137787,0.7680644170155293,125.9957271754419,0.909974481631596,200.45594787597656,0.0,200.45594787597656,inf,0.28522932368054643,"tensor(0.0013, device='cuda:0')","tensor(1.4961, device='cuda:0')","tensor(1168.3511, device='cuda:0')",1.0,0.13839031755924225,0.10379143518012723,,,,,,MEMORIZATION
2800,1.0,0.00015181417984422296,0.00185350829269737,0.8338170623346122,0.23322109276156439,0.82674241065979,0.3164932429790497,0.7770807582334943,506.32050477655173,0.9050788520770509,200.19032287597656,0.0,200.19032287597656,inf,0.28552193607476123,"tensor(0.0012, device='cuda:0')","tensor(1.4985, device='cuda:0')","tensor(1242.8409, device='cuda:0')",1.0,0.13923679292201996,0.10483003543817737,,,,,,MEMORIZATION
2900,1.0,0.00015181417984422296,0.00173270795494318,0.8314994213627627,0.23656234474866503,0.8269685506820679,0.31611964106559753,0.8952742727300353,310.801551403336,0.897579452405847,197.13641357421875,0.0,197.13641357421875,inf,0.2745295457471701,"tensor(0.0011, device='cuda:0')","tensor(1.5037, device='cuda:0')","tensor(1325.9462, device='cuda:0')",1.0,0.139921635389328,0.10577991930474351,,,,,,MEMORIZATION
3000,1.0,0.00015181417984422296,0.0016205603023990989,0.8290753621311999,0.240076863548129,0.8271534442901611,0.3158128559589386,0.635411876685152,210.41726734138854,0.9072708747701157,196.07550048828125,0.0,196.07550048828125,inf,0.2740030025844003,"tensor(0.0011, device='cuda:0')","tensor(1.5064, device='cuda:0')","tensor(1410.4495, device='cuda:0')",1.0,0.14053498208522797,0.10673863207280065,2.4746457912769984,0.05144948590211046,1.0,2.9739554122177455e-05,2,MEMORIZATION
