epoch,train_acc,test_acc,epsilon,hidden_eff_rank,kappa_tail,kappa_grad,M_eff_contract,phase,weight_decay
1,0.007442,0.008046,0.219426,77.2224,0.588978,4.912e-05,0.1,heat,0.1
50,0.314316,0.000455,0.221095,30.7248,0.517741,3.213e-05,0.1,heat,0.1
100,0.819277,0.000152,0.223099,33.933,0.501252,5.714e-05,0.1,heat,0.1
150,0.980156,0.001215,0.217633,36.8298,0.571484,2.535e-05,0.124803,heat,0.1
200,0.998583,0.001366,0.219721,39.5053,0.541972,2.828e-05,0.124803,heat,0.1
250,0.997519,0.001366,0.22191,41.4838,0.551878,4.674e-05,0.124803,heat,0.1
300,1.0,0.001063,0.217339,42.9691,0.542178,8.259e-05,0.145619,heat,0.1
350,1.0,0.00167,0.219192,44.2618,0.612637,4.132e-05,0.145619,heat,0.1
400,0.999291,0.001974,0.216099,44.8578,0.57009,6.744e-05,0.159827,heat,0.1
450,1.0,0.003188,0.222126,45.9871,0.534815,7.276e-05,0.159827,heat,0.1
500,0.999646,0.003795,0.21783,46.1917,0.548573,0.0001101,0.17936,heat,0.1
550,1.0,0.007287,0.221045,46.5618,0.559901,0.00010233,0.17936,heat,0.1
600,0.999646,0.010475,0.217854,45.8037,0.468058,1.07e-05,0.193905,heat,0.1
650,0.999646,0.017914,0.22308,45.1349,0.549611,3.078e-05,0.193905,heat,0.1
700,0.999646,0.025201,0.216601,44.0871,0.459063,1.606e-05,0.223378,heat,0.1
750,1.0,0.040231,0.220061,42.8363,0.512991,7.377e-05,0.223378,heat,0.1
800,1.0,0.056475,0.216104,41.1244,0.454696,1.832e-05,0.241525,heat,0.1
850,1.0,0.090026,0.22118,39.2054,0.465762,2.926e-05,0.241525,heat,0.1
900,1.0,0.12054,0.218039,38.3312,0.550424,1.148e-05,0.25583,heat,0.1
950,1.0,0.142705,0.21947,37.3708,0.536269,5.405e-05,0.25583,heat,0.1
1000,1.0,0.186883,0.221454,36.6216,0.552225,7.253e-05,0.25583,heat,0.1
1050,1.0,0.252012,0.218727,35.2574,0.54442,4.723e-05,0.268219,heat,0.1
1100,1.0,0.39077,0.219566,34.4468,0.523213,1.134e-05,0.268219,heat,0.1
1150,1.0,0.45438,0.219868,33.4851,0.535858,3.175e-05,0.268219,heat,0.1
1200,0.998937,0.497647,0.222721,31.8973,0.555695,8.58e-06,0.268219,heat,0.1
1250,1.0,0.649006,0.22006,30.6209,0.502605,1.796e-05,0.280237,heat,0.1
1300,0.998583,0.698801,0.214731,29.6658,0.503169,9.04e-06,0.304752,heat,0.1
1350,1.0,0.863671,0.215774,28.4418,0.50853,3.384e-05,0.304752,heat,0.1
1400,1.0,0.874601,0.219671,27.9338,0.480615,9.932e-05,0.304752,heat,0.1
1450,1.0,0.880978,0.220814,26.9165,0.638928,3.14e-06,0.304752,heat,0.1
1500,0.998937,0.92804,0.219834,26.2572,0.552832,8.75e-06,0.3092,heat,0.1
1550,1.0,0.904813,0.221337,26.2041,0.513671,8.5e-06,0.3092,heat,0.1
1600,1.0,0.929558,0.215637,25.7015,0.547692,1.069e-05,0.33529,heat,0.1
1650,0.999291,0.913921,0.221809,24.859,0.599021,8.69e-06,0.33529,heat,0.1
