epoch,train_acc,test_acc,epsilon,hidden_eff_rank,kappa_tail,kappa_grad,M_eff_contract,phase,weight_decay
1,0.007442,0.00835,0.219342,77.2303,0.535691,4.876e-05,0.1,heat,0.1
50,0.342665,0.000455,0.220466,31.051,0.495304,5.037e-05,0.1,heat,0.1
100,0.842665,0.000759,0.21835,34.6826,0.473331,0.00013033,0.109643,heat,0.1
150,0.988661,0.000607,0.220323,38.7219,0.507943,5.196e-05,0.109643,heat,0.1
200,0.998937,0.000304,0.221304,41.3049,0.515942,0.00015615,0.109643,heat,0.1
250,0.997874,0.000455,0.219216,43.1603,0.533241,3.37e-06,0.119126,heat,0.1
300,0.998228,0.000607,0.220329,44.6228,0.499107,0.00016288,0.119126,heat,0.1
350,1.0,0.000455,0.219208,45.8073,0.582103,7.333e-05,0.124225,heat,0.1
400,0.999646,0.000455,0.219237,46.7571,0.526468,3.785e-05,0.124225,heat,0.1
450,1.0,0.000607,0.221132,48.2358,0.517661,8.6e-06,0.124225,heat,0.1
500,1.0,0.001215,0.221043,49.1279,0.540324,2.004e-05,0.124629,heat,0.1
550,0.998228,0.000911,0.222694,49.4105,0.491208,6.205e-05,0.124629,heat,0.1
600,1.0,0.002429,0.222734,49.0959,0.471408,4.468e-05,0.124629,heat,0.1
650,1.0,0.002581,0.215756,49.2213,0.487127,3.943e-05,0.156457,heat,0.1
700,0.999646,0.00501,0.218765,48.2095,0.398289,0.00012672,0.156457,heat,0.1
750,1.0,0.009868,0.222356,47.5598,0.467009,1.916e-05,0.156457,heat,0.1
800,0.998937,0.01503,0.220178,45.9304,0.428887,6.803e-05,0.166299,heat,0.1
850,1.0,0.029148,0.220521,44.634,0.457264,1.963e-05,0.166299,heat,0.1
900,1.0,0.037346,0.216721,43.1645,0.514524,0.00018036,0.183682,heat,0.1
950,1.0,0.064521,0.218691,41.2177,0.495598,5.114e-05,0.183682,heat,0.1
1000,0.999291,0.093973,0.221999,39.5762,0.524687,9.853e-05,0.183682,heat,0.1
1050,1.0,0.175497,0.22165,37.0257,0.495925,3.256e-05,0.185255,heat,0.1
1100,1.0,0.252315,0.222118,34.9116,0.514156,8.11e-05,0.185255,heat,0.1
1150,1.0,0.298315,0.215478,33.2618,0.495179,3.699e-05,0.215604,heat,0.1
1200,0.998937,0.380295,0.216534,31.4395,0.567223,9.915e-05,0.215604,heat,0.1
1250,1.0,0.502049,0.222337,30.8555,0.467059,6.644e-05,0.215604,heat,0.1
1300,1.0,0.560346,0.218415,29.5936,0.445253,7.056e-05,0.233403,heat,0.1
1350,1.0,0.729467,0.220519,28.1912,0.453051,0.00018669,0.233403,heat,0.1
1400,0.999291,0.774404,0.218698,27.6477,0.476693,6.586e-05,0.241693,heat,0.1
1450,1.0,0.849552,0.221658,26.7442,0.586892,3.654e-05,0.241693,heat,0.1
1500,1.0,0.829664,0.223582,25.3914,0.512949,8.629e-05,0.241693,heat,0.1
1550,1.0,0.83847,0.216848,24.9084,0.493875,6.375e-05,0.272272,heat,0.1
1600,0.997519,0.751784,0.21907,24.5828,0.524715,3.006e-05,0.272272,heat,0.1
1650,1.0,0.876423,0.220534,24.2747,0.581171,8.674e-05,0.272272,heat,0.1
1700,1.0,0.880826,0.220164,23.7809,0.502274,9.296e-05,0.273948,heat,0.1
1750,0.999291,0.916502,0.2182,23.3455,0.535828,4.016e-05,0.28291,heat,0.1
1800,1.0,0.833156,0.221945,23.0037,0.465923,3.424e-05,0.28291,heat,0.1
1850,1.0,0.852133,0.220784,22.4347,0.512834,3.579e-05,0.288155,heat,0.1
1900,1.0,0.943677,0.214787,22.2924,0.462092,2.177e-05,0.315692,heat,0.1
1950,0.999646,0.962957,0.221133,22.577,0.48862,2.92e-05,0.315692,heat,0.1
2000,0.999646,0.934568,0.21662,22.4322,0.478629,4.495e-05,0.336309,heat,0.1
2050,1.0,0.908304,0.222781,22.0529,0.558908,3.803e-05,0.336309,heat,0.1
