epoch,train_acc,test_acc,train_loss,functional_defect,class_separation,geometric_defect,explained_variance,functorial_defect_euclidean,functorial_defect_tangent,manifold_curvature,dirichlet_total,dirichlet_within_class,dirichlet_between_class,ridge_ratio,dirichlet_normalized,energy_grad_norm,info_grad_norm,gradient_ratio,tsallis_q,hub_concentration,activation_gini,hessian_trace,hessian_max_eigenvalue,hessian_density_zero,hessian_spectral_gap,hessian_n_negative,phase
1000,1.0,0.00015181417984422296,0.27158671617507935,0.8647796678210681,0.19027230186954094,0.7520321011543274,0.4344457685947418,1.8718486088659185,367.14153275626387,0.8648047754629842,335.6019287109375,0.0,335.6019287109375,inf,0.3766121816790101,"tensor(1.4558, device='cuda:0')","tensor(6.7844, device='cuda:0')","tensor(4.6603, device='cuda:0')",1.0,0.1442001610994339,0.06406798301217576,256.82451365888113,7.4723602136649525,0.03,0.03506058847386763,29,MEMORIZATION
1100,1.0,0.00045544252498075366,0.23788367211818695,0.8554466336626529,0.20288770853461147,0.7549756765365601,0.4300108850002289,1.8334136484389518,112.99962852757838,0.8584587722976159,332.89764404296875,0.0,332.89764404296875,inf,0.36980397631824874,"tensor(1.5396, device='cuda:0')","tensor(6.9659, device='cuda:0')","tensor(4.5245, device='cuda:0')",1.0,0.14250127971172333,0.06694016533549385,,,,,,MEMORIZATION
1200,1.0,0.00045544252498075366,0.2080237716436386,0.8435657653824695,0.2193500857592311,0.7564855217933655,0.42772775888442993,1.6835558324338438,114.74581145433918,0.8376357331696789,338.666015625,0.0,338.666015625,inf,0.3715951324870603,"tensor(1.4425, device='cuda:0')","tensor(7.0816, device='cuda:0')","tensor(4.9094, device='cuda:0')",1.0,0.1414119303226471,0.07047804451537332,,,,,,MEMORIZATION
1300,1.0,0.002732655266299844,0.17942379415035248,0.8235413319406172,0.2481658424046911,0.7561976909637451,0.42816388607025146,1.8738634114928916,501.53397706610644,0.8371372386145363,323.9261474609375,0.0,323.9261474609375,inf,0.36004699048070066,"tensor(1.3215, device='cuda:0')","tensor(7.1837, device='cuda:0')","tensor(5.4360, device='cuda:0')",1.0,0.13839691877365112,0.07721129461710041,,,,,,MEMORIZATION
1400,1.0,0.00834977999329567,0.1459975689649582,0.757868178372517,0.3533585503386296,0.7374845147132874,0.4561132788658142,1.2132854466668759,70.21937099162508,0.8289812226246627,311.6851806640625,0.0,311.6851806640625,inf,0.34851714197532463,"tensor(1.0462, device='cuda:0')","tensor(7.6726, device='cuda:0')","tensor(7.3334, device='cuda:0')",1.0,0.1309288591146469,0.08903606032197098,,,,,,MEMORIZATION
1500,1.0,0.030666464939713478,0.12301250547170639,0.6596463912670795,0.5497720662397636,0.695034384727478,0.5169253945350647,1.1609412009989375,36.26856896523826,0.7873628010537388,307.16552734375,0.0,307.16552734375,inf,0.32550824779432697,"tensor(0.9918, device='cuda:0')","tensor(8.5952, device='cuda:0')","tensor(8.6662, device='cuda:0')",1.0,0.13421985507011414,0.10587208323071784,210.01891742693263,6.7828366796680815,0.04,0.04598850852128125,30,MEMORIZATION
1600,1.0,0.11735235899686813,0.0920683965086937,0.5357778517179301,0.9001350924954543,0.6335795521736145,0.5985744595527649,1.3665871970041907,41.338110532298444,0.7221514077686431,328.2650146484375,0.0,328.2650146484375,inf,0.32825259273970153,"tensor(0.7985, device='cuda:0')","tensor(9.5885, device='cuda:0')","tensor(12.0086, device='cuda:0')",1.0,0.14238132536411285,0.1202825164355571,,,,,,MEMORIZATION
1700,1.0,0.3698193430900574,0.07184454053640366,0.3557830351626747,1.8440502056880628,0.5118433237075806,0.7380154728889465,3.1842164205654084,271.6588214699681,0.5976822975088809,405.2790222167969,0.0,405.2790222167969,inf,0.3640663684353453,"tensor(0.7102, device='cuda:0')","tensor(11.0581, device='cuda:0')","tensor(15.5712, device='cuda:0')",1.0,0.15990859270095825,0.1356005895934772,,,,,,MEMORIZATION
1800,1.0,0.5955670475959778,0.055118072777986526,0.2543021807601185,2.965283359698034,0.4309915006160736,0.8142435550689697,2.135784055984242,149.6170979781327,0.5266087840771243,493.59246826171875,0.0,493.59246826171875,inf,0.38425201625160105,"tensor(0.6212, device='cuda:0')","tensor(12.4782, device='cuda:0')","tensor(20.0887, device='cuda:0')",1.0,0.17046424746513367,0.13937380774150898,,,,,,MEMORIZATION
1900,1.0,0.8026415705680847,0.04012066498398781,0.1940677910865464,4.185351539274521,0.3664172887802124,0.8657355308532715,2.3551957099728913,1211.8421406094494,0.5146670773639032,547.5330810546875,0.0,547.5330810546875,inf,0.39169898155322697,"tensor(0.5889, device='cuda:0')","tensor(13.3559, device='cuda:0')","tensor(22.6796, device='cuda:0')",1.0,0.17076173424720764,0.13261073431506643,,,,,,MEMORIZATION
2000,1.0,0.9634127616882324,0.02525622956454754,0.1348326685008577,6.448277180006247,0.3008745312690735,0.9094723463058472,1.4300278780520659,96.92460440617823,0.5237699170565975,587.1176147460938,0.0,587.1176147460938,inf,0.4238814928153703,"tensor(0.3159, device='cuda:0')","tensor(13.4125, device='cuda:0')","tensor(42.4599, device='cuda:0')",1.0,0.1659441739320755,0.12106383193480041,123.28808771423064,4.294207312830057,0.06,0.03632227902362844,30,TRANSITION
2100,1.0,1.0,0.014489930123090744,0.07032432934729893,13.249096649157286,0.2141648679971695,0.9541327953338623,0.5004414337612851,30.427603271247886,0.566562430611854,617.2457885742188,0.0,617.2457885742188,inf,0.5024970743903834,"tensor(0.1457, device='cuda:0')","tensor(12.8771, device='cuda:0')","tensor(88.3734, device='cuda:0')",1.0,0.15763820707798004,0.10559346094061783,,,,,,TRANSITION
2200,1.0,1.0,0.009960022754967213,0.03804103256962154,25.31240452429092,0.16104254126548767,0.9740647077560425,1.2930454965641465,651.0196567986388,0.5765203204390611,709.4945678710938,0.0,709.4945678710938,inf,0.5422993615444395,"tensor(0.1100, device='cuda:0')","tensor(13.4705, device='cuda:0')","tensor(122.4668, device='cuda:0')",1.0,0.15823310613632202,0.10256726852993536,,,,,,GROKKED
2300,1.0,1.0,0.006885066162794828,0.028015667911671913,34.7160008050866,0.13186661899089813,0.982610821723938,1.7916907543632634,348.4530190356879,0.5567908777251851,791.2586059570312,0.0,791.2586059570312,inf,0.5549576808965206,"tensor(0.0884, device='cuda:0')","tensor(14.0411, device='cuda:0')","tensor(158.7683, device='cuda:0')",1.0,0.15605537593364716,0.0959033296990709,,,,,,GROKKED
2400,1.0,1.0,0.004780453164130449,0.024009653714922842,40.66949603012585,0.11904266476631165,0.9858285188674927,2.442774849641734,383.71436450928195,0.5269762829823106,854.9683227539062,0.0,854.9683227539062,inf,0.556378839045528,"tensor(0.0684, device='cuda:0')","tensor(14.5231, device='cuda:0')","tensor(212.3427, device='cuda:0')",1.0,0.15237528085708618,0.08867976967354019,,,,,,GROKKED
2500,1.0,1.0,0.003349045990034938,0.02136232916192501,45.82909875266463,0.1125338077545166,0.987335741519928,3.367590667911605,275.4315438000152,0.5658171641454846,928.56591796875,0.0,928.56591796875,inf,0.5588653631144458,"tensor(0.0523, device='cuda:0')","tensor(15.0506, device='cuda:0')","tensor(288.0235, device='cuda:0')",1.0,0.1476147323846817,0.08157121193701988,18.48116000631126,0.6398721511095071,0.25,0.006349473139655012,31,GROKKED
2600,1.0,1.0,0.0023644675966352224,0.020157913669110756,48.62504746043419,0.10963425785303116,0.9879801273345947,3.8164524326633202,920.6343651906473,0.5476900388457487,997.6848754882812,0.0,997.6848754882812,inf,0.5621212866019123,"tensor(0.0456, device='cuda:0')","tensor(15.5850, device='cuda:0')","tensor(341.7913, device='cuda:0')",1.0,0.14336983859539032,0.07593331397908387,,,,,,GROKKED
2700,1.0,1.0,0.0016785952029749751,0.01944064852876651,50.45471619741518,0.107899971306324,0.9883571863174438,4.925827816366763,1229.4085427693194,0.5718067212076516,1066.4405517578125,0.0,1066.4405517578125,inf,0.5651272044831696,"tensor(0.0381, device='cuda:0')","tensor(16.0470, device='cuda:0')","tensor(421.0826, device='cuda:0')",1.0,0.1395641565322876,0.0706337159571051,,,,,,GROKKED
2800,1.0,1.0,0.001199756283313036,0.0188559774838192,52.04913074693369,0.10650604218244553,0.9886560440063477,2.4618599772024763,532.0076139904979,0.590761798419153,1139.9541015625,0.0,1139.9541015625,inf,0.5656686514220773,"tensor(0.0298, device='cuda:0')","tensor(16.6255, device='cuda:0')","tensor(557.3480, device='cuda:0')",1.0,0.1369989812374115,0.0670512320362735,,,,,,GROKKED
2900,1.0,1.0,0.0008557961555197835,0.018036960108747817,54.456419414712855,0.10485214740037918,0.9890058040618896,5.366701959398794,1672.353078587697,0.5642613127673433,1214.177001953125,0.0,1214.177001953125,inf,0.5723245587748154,"tensor(0.0217, device='cuda:0')","tensor(17.0494, device='cuda:0')","tensor(785.4072, device='cuda:0')",1.0,0.13641276955604553,0.06482330058327901,,,,,,GROKKED
3000,1.0,1.0,0.0006159735494293272,0.017507750399617553,56.13167177050804,0.10364995896816254,0.9892563223838806,0.6565718689857231,26.71638778236416,0.548132222466551,1287.3133544921875,0.0,1287.3133544921875,inf,0.5720137433611239,"tensor(0.0212, device='cuda:0')","tensor(17.4940, device='cuda:0')","tensor(826.3168, device='cuda:0')",1.0,0.13938996195793152,0.06417999090648951,6.031882663417491,0.28025118963053036,0.51,0.002828678328201304,36,GROKKED
3100,1.0,1.0,0.0004492037114687264,0.01709301634648528,57.51703558786209,0.10262429714202881,0.9894678592681885,1.4258203188533414,57.64610893352743,0.5670047490202119,1378.26806640625,0.0,1378.26806640625,inf,0.5776976952437528,"tensor(0.0208, device='cuda:0')","tensor(17.9763, device='cuda:0')","tensor(862.9688, device='cuda:0')",1.0,0.14213593304157257,0.06264596012674961,,,,,,GROKKED
3200,1.0,1.0,0.0003347274905536324,0.016751608947537622,58.70893652569219,0.10241708159446716,0.9895106554031372,1.6079195630748562,349.72270153811735,0.547542028501753,1436.109619140625,0.0,1436.109619140625,inf,0.5751082208814242,"tensor(0.0276, device='cuda:0')","tensor(18.3501, device='cuda:0')","tensor(665.6599, device='cuda:0')",1.0,0.14329305291175842,0.06093100051782929,,,,,,GROKKED
3300,1.0,1.0,0.00024804953136481345,0.016734825011773605,58.76877527766749,0.10109910368919373,0.9897787570953369,2.9110720650960227,408.5549050852236,0.5544313517906981,1503.487060546875,0.0,1503.487060546875,inf,0.5768427792613822,"tensor(0.0122, device='cuda:0')","tensor(18.7339, device='cuda:0')","tensor(1535.1561, device='cuda:0')",1.0,0.14207535982131958,0.05781354756271939,,,,,,GROKKED
3400,1.0,1.0,0.00018503708997741342,0.016605276615275215,59.23480591716104,0.10033455491065979,0.9899327158927917,1.1784103397427832,160.60693130465552,0.5266315523825861,1572.3160400390625,0.0,1572.3160400390625,inf,0.5758969036463807,"tensor(0.0099, device='cuda:0')","tensor(19.1430, device='cuda:0')","tensor(1941.6388, device='cuda:0')",1.0,0.13821740448474884,0.05401380005147849,,,,,,GROKKED
3500,1.0,1.0,0.00013965769903734326,0.015943225632835,61.734668738374985,0.09837251901626587,0.9903225302696228,0.9633302857928284,39.79981795166659,0.5386510988400586,1625.6600341796875,0.0,1625.6600341796875,inf,0.574817118849485,"tensor(0.0080, device='cuda:0')","tensor(19.4090, device='cuda:0')","tensor(2434.4348, device='cuda:0')",1.0,0.13362042605876923,0.049190495844088744,2.4397217337027546,0.14198208790005754,0.89,0.001355986375112941,38,GROKKED
3600,1.0,0.9998481869697571,0.0003650759463198483,0.03917500038009455,24.551738867726296,0.1285082995891571,0.9834853410720825,2.5543616668373192,329.7719819020374,0.5269830485426834,1892.592529296875,0.0,1892.592529296875,inf,0.7009014123079997,"tensor(0.1694, device='cuda:0')","tensor(22.7215, device='cuda:0')","tensor(134.1033, device='cuda:0')",1.0,0.1305387020111084,0.06212259197755676,,,,,,GROKKED
3700,1.0,1.0,0.00025578151689842343,0.02511014018103326,38.84478116572483,0.11095251888036728,0.987689197063446,1.618815431914388,108.4606709980404,0.5330787053731478,1191.3848876953125,0.0,1191.3848876953125,inf,0.5529808474905077,"tensor(0.0091, device='cuda:0')","tensor(18.1004, device='cuda:0')","tensor(1991.3236, device='cuda:0')",1.0,0.13971467316150665,0.06107094047386652,,,,,,GROKKED
3800,0.9996456503868103,0.9996963739395142,0.0016166047425940633,0.060882702172120426,15.453545657467858,0.14775827527046204,0.9781668782234192,1.6245185041127086,110.359072281327,0.5474597441287945,1336.2818603515625,0.0,1336.2818603515625,inf,0.6634294074915192,"tensor(0.2987, device='cuda:0')","tensor(21.2211, device='cuda:0')","tensor(71.0447, device='cuda:0')",1.0,0.15205805003643036,0.1021274258927799,,,,,,TRANSITION
3900,1.0,1.0,0.0005235907738097012,0.03509559710764336,27.517828020615884,0.13011088967323303,0.9830707311630249,4.711234921741898,748.8729228071276,0.5517532345198934,911.6761474609375,0.0,911.6761474609375,inf,0.528317681456751,"tensor(0.0126, device='cuda:0')","tensor(17.0821, device='cuda:0')","tensor(1359.5156, device='cuda:0')",1.0,0.1544197052717209,0.08301529449224021,,,,,,GROKKED
4000,1.0,1.0,0.0003865492471959442,0.03831245204668122,25.126262109803452,0.142473503947258,0.9797008037567139,1.8843621182142734,119.87809993624346,0.5633407668513057,938.6536254882812,0.0,938.6536254882812,inf,0.5032036870927008,"tensor(0.0117, device='cuda:0')","tensor(17.4698, device='cuda:0')","tensor(1487.1176, device='cuda:0')",1.0,0.16145500540733337,0.09673731309924027,7.959824865021802,0.34284075839717215,0.44,0.0019656732997292135,34,GROKKED
