epoch,train_loss,train_acc,test_acc,global_eff_rank,global_entropy,bulk_compression_ratio,entropy_gap,input_eff_rank,input_entropy,output_eff_rank,output_entropy,hidden_1_eff_rank,hidden_1_entropy,deficit_input,deficit_output,deficit_hidden_1
1,4.575348869246443,0.009406657018813314,0.009454432734035957,138.43763732910156,4.930419921875,0.849600353360561,0.16298913955688477,92.1672592163086,4.523604869842529,66.70552825927734,4.200287818908691,78.30533599853516,4.3606157302856445,0.012558313086628914,0.032412514090538025,0.03614940121769905
