epoch,train_loss,train_acc,test_acc,global_eff_rank,global_entropy,bulk_compression_ratio,entropy_gap,input_eff_rank,input_entropy,output_eff_rank,output_entropy,hidden_1_eff_rank,hidden_1_entropy,deficit_input,deficit_output,deficit_hidden_1
1,4.576754650775631,0.00956768249468462,0.010323364202216486,138.43829345703125,4.930424690246582,0.8496817853269847,0.16289329528808594,92.12872314453125,4.523186683654785,66.81350708007812,4.201905250549316,78.28009796142578,4.360293388366699,0.012658970430493355,0.03222818672657013,0.03618181496858597
