epoch,train_loss,train_acc,test_acc,global_eff_rank,global_entropy,bulk_compression_ratio,entropy_gap,input_eff_rank,input_entropy,output_eff_rank,output_entropy,hidden_1_eff_rank,hidden_1_entropy,deficit_input,deficit_output,deficit_hidden_1
1,4.576862352440156,0.008504606661941885,0.009260664946105966,118.62267303466797,4.775947570800781,0.18400626179523535,1.6927855014801025,92.10157012939453,4.522891998291016,66.54473876953125,4.197874546051025,16.947265625,2.830106496810913,0.004325586371123791,0.015311134979128838,0.019796859472990036
