epoch,train_acc,test_acc,train_loss,functional_defect,class_separation,geometric_defect,explained_variance,functorial_defect_euclidean,functorial_defect_tangent,manifold_curvature,dirichlet_total,dirichlet_within_class,dirichlet_between_class,ridge_ratio,dirichlet_normalized,energy_grad_norm,info_grad_norm,gradient_ratio,tsallis_q,hub_concentration,activation_gini,hessian_trace,hessian_max_eigenvalue,hessian_density_zero,hessian_spectral_gap,hessian_n_negative,phase
1,0.0191353652626276,0.008046151138842106,4.569656848907471,1.0071447071692003,0.02696005545143713,0.8593665361404419,0.2614878714084625,0.7244848529277657,508.73034861034375,0.930911706496161,0.06160416454076767,0.0,0.06160416454076767,inf,0.6630878166525133,"tensor(0.0347, device='cuda:0')","tensor(0.0033, device='cuda:0')","tensor(0.0939, device='cuda:0')",1.2103503187191,0.22153493762016296,0.39944537428203974,,,,,,MEMORIZATION
25,0.06945428997278214,0.0012145134387537837,4.353089809417725,0.9761469280118208,0.05840314991421055,0.7504371404647827,0.436839759349823,0.8773927323249566,5638.856120047133,0.8460967470555598,1.0989717245101929,0.0,1.0989717245101929,inf,0.3524859772749413,"tensor(0.0786, device='cuda:0')","tensor(0.0849, device='cuda:0')","tensor(1.0806, device='cuda:0')",1.1475362215517215,0.17230992019176483,0.25839937588876505,,,,,,MEMORIZATION
50,0.15272855758666992,0.00015181417984422296,3.579127788543701,0.9488863592551952,0.08780847897588619,0.6639986038208008,0.5591055750846863,0.7698935889453591,244.1843897543368,0.8049565650681769,14.246474266052246,0.0,14.246474266052246,inf,0.2981594821242224,"tensor(0.1243, device='cuda:0')","tensor(0.2923, device='cuda:0')","tensor(2.3522, device='cuda:0')",1.0,0.15650224685668945,0.17099895974868495,,,,,,MEMORIZATION
75,0.37668320536613464,0.0,2.47151780128479,0.9354855409082438,0.1029040069355471,0.758806049823761,0.42421042919158936,0.8528065218976479,277.9998281629816,0.8711249769256448,50.653602600097656,0.0,50.653602600097656,inf,0.3039587508846464,"tensor(0.1386, device='cuda:0')","tensor(0.6305, device='cuda:0')","tensor(4.5483, device='cuda:0')",1.0,0.1377042680978775,0.1602348154148736,,,,,,MEMORIZATION
100,0.8812898397445679,0.0,1.1731677055358887,0.9257740053859741,0.11411955988068695,0.7912566661834717,0.3739059865474701,0.7995146466300904,429.3969916915294,0.8858371562863168,118.9649887084961,0.0,118.9649887084961,inf,0.31581323646269505,"tensor(0.1474, device='cuda:0')","tensor(0.9454, device='cuda:0')","tensor(6.4152, device='cuda:0')",1.0,0.12960174679756165,0.14908808504437598,237.33176239067691,4.74539684769228,0.13,0.00467696539928497,4,MEMORIZATION
125,1.0,0.0,0.26073598861694336,0.9182233281183892,0.1230062667757124,0.8009271025657654,0.3585112988948822,0.968726221115366,261.0463810688618,0.8923538720545962,226.89852905273438,0.0,226.89852905273438,inf,0.32397722715070904,"tensor(0.0744, device='cuda:0')","tensor(1.3150, device='cuda:0')","tensor(17.6827, device='cuda:0')",1.0,0.12617121636867523,0.14193353091025107,,,,,,MEMORIZATION
150,1.0,0.0,0.07548324018716812,0.9139502826057107,0.12809924746160367,0.8031187057495117,0.3549959063529968,0.7835852679091484,169.20226358156833,0.8932742111396996,297.8287048339844,0.0,297.8287048339844,inf,0.3216447910760189,"tensor(0.0287, device='cuda:0')","tensor(1.5322, device='cuda:0')","tensor(53.4264, device='cuda:0')",1.0,0.1247067078948021,0.1369564707108274,,,,,,MEMORIZATION
175,1.0,0.0,0.0467621311545372,0.9118384765970206,0.13063270768074262,0.8037866950035095,0.3539234399795532,0.9224453151616572,70.65527389125488,0.8929904163318254,316.46319580078125,0.0,316.46319580078125,inf,0.3196878466965468,"tensor(0.0192, device='cuda:0')","tensor(1.5849, device='cuda:0')","tensor(82.4187, device='cuda:0')",1.0,0.12401890754699707,0.13448887415515487,,,,,,MEMORIZATION
200,1.0,0.0,0.03827045112848282,0.910330888162034,0.13244801877996204,0.8043428659439087,0.3530292809009552,0.9949504499642157,523.3641666630043,0.8962418811877261,322.21826171875,0.0,322.21826171875,inf,0.32489302675230036,"tensor(0.0163, device='cuda:0')","tensor(1.5889, device='cuda:0')","tensor(97.5574, device='cuda:0')",1.0,0.12356898188591003,0.13274950887540005,58.53401311044581,1.2308737946773578,0.3,0.0006287767146703573,2,MEMORIZATION
225,1.0,0.0,0.03392383083701134,0.9090060812580024,0.13404804540936902,0.8048688173294067,0.3521834909915924,0.972424730222051,2721.808243390888,0.8874233444433183,321.45880126953125,0.0,321.45880126953125,inf,0.3276472708633971,"tensor(0.0147, device='cuda:0')","tensor(1.5848, device='cuda:0')","tensor(107.5398, device='cuda:0')",1.0,0.12318812310695648,0.1313115456324262,,,,,,MEMORIZATION
250,1.0,0.0,0.030919648706912994,0.907746023129745,0.13557430880470692,0.8053396940231323,0.35142403841018677,0.8432381424652049,156.6451521130726,0.8921715054593,312.239501953125,0.0,312.239501953125,inf,0.32253791506387136,"tensor(0.0137, device='cuda:0')","tensor(1.5790, device='cuda:0')","tensor(115.3959, device='cuda:0')",1.0,0.12284216284751892,0.1299537789084828,,,,,,MEMORIZATION
275,1.0,0.0,0.028554456308484077,0.9065325074974178,0.13704792048616254,0.8058321475982666,0.3506283164024353,0.8554356328019068,442.043387335137,0.8936219732314991,316.46136474609375,0.0,316.46136474609375,inf,0.32728460812482774,"tensor(0.0128, device='cuda:0')","tensor(1.5699, device='cuda:0')","tensor(122.7748, device='cuda:0')",1.0,0.12251406162977219,0.12864055772189797,,,,,,MEMORIZATION
300,1.0,0.0,0.02658899500966072,0.9053530070579843,0.13848444232097107,0.8062946200370789,0.34987935423851013,0.7284008097839176,4720.701248946253,0.88986750122743,307.8796081542969,0.0,307.8796081542969,inf,0.3224229232857868,"tensor(0.0121, device='cuda:0')","tensor(1.5644, device='cuda:0')","tensor(129.4083, device='cuda:0')",1.0,0.12226013094186783,0.1273993777660286,39.03009020438185,0.7964580392688358,0.33,0.00040744587312921204,2,MEMORIZATION
