epoch,train_acc,test_acc,train_loss,functional_defect,class_separation,geometric_defect,explained_variance,functorial_defect_euclidean,functorial_defect_tangent,manifold_curvature,dirichlet_total,dirichlet_within_class,dirichlet_between_class,ridge_ratio,dirichlet_normalized,energy_grad_norm,info_grad_norm,gradient_ratio,tsallis_q,hub_concentration,activation_gini,hessian_trace,hessian_max_eigenvalue,hessian_density_zero,hessian_spectral_gap,hessian_n_negative,phase
1000,1.0,0.0,0.017790040001273155,0.87288685141368,0.17955385350258846,0.7871522903442383,0.3803868293762207,0.5984934829054613,223.59729759115334,0.9021787765291187,363.5562744140625,0.0,363.5562744140625,inf,0.3211770118143869,"tensor(0.0825, device='cuda:0')","tensor(1.3221, device='cuda:0')","tensor(16.0310, device='cuda:0')",1.0,0.14845576882362366,0.08040017303259961,62.353211172157884,3.4429771699935623,0.05,0.027804650310769643,39,MEMORIZATION
1100,1.0,0.0,0.016272107139229774,0.8706870932653893,0.18244740954957303,0.7874789237976074,0.3798697292804718,1.0509451554664067,8568.966684983805,0.8943222365503897,364.3230285644531,0.0,364.3230285644531,inf,0.3180126512978351,"tensor(0.0628, device='cuda:0')","tensor(1.3247, device='cuda:0')","tensor(21.0880, device='cuda:0')",1.0,0.14933212101459503,0.07528006693473288,,,,,,MEMORIZATION
1200,1.0,0.0,0.015101456083357334,0.8686152441058578,0.18518528464837514,0.7885211706161499,0.3782280683517456,0.9008829885309411,76.71245274485308,0.8944052446746839,362.8492126464844,0.0,362.8492126464844,inf,0.32100170469753575,"tensor(0.0706, device='cuda:0')","tensor(1.3219, device='cuda:0')","tensor(18.7189, device='cuda:0')",1.0,0.15021207928657532,0.0723046830719305,,,,,,MEMORIZATION
1300,1.0,0.0,0.013978919945657253,0.8668012236509393,0.18759469582156238,0.7885063886642456,0.37825247645378113,0.5957039537149296,38.3520901742901,0.8960286723666072,364.47100830078125,0.0,364.47100830078125,inf,0.3191363488711294,"tensor(0.0675, device='cuda:0')","tensor(1.3328, device='cuda:0')","tensor(19.7403, device='cuda:0')",1.0,0.15129709243774414,0.06910468583544038,,,,,,MEMORIZATION
1400,1.0,0.0,0.012911166064441204,0.8648528708781877,0.19019222373122632,0.7893626689910889,0.3768990933895111,0.9394781164313541,182.62395743653798,0.8960283263194391,367.0211486816406,0.0,367.0211486816406,inf,0.32201743563432056,"tensor(0.0620, device='cuda:0')","tensor(1.3280, device='cuda:0')","tensor(21.4053, device='cuda:0')",1.0,0.15212836861610413,0.06556370917268406,,,,,,MEMORIZATION
1500,1.0,0.0,0.01205803919583559,0.8630262063807307,0.19263850524482515,0.789631187915802,0.3764772117137909,0.840465955803666,672.7869790006337,0.8974504101932719,366.3897705078125,0.0,366.3897705078125,inf,0.32344223469205474,"tensor(0.0565, device='cuda:0')","tensor(1.3279, device='cuda:0')","tensor(23.5017, device='cuda:0')",1.0,0.15340441465377808,0.06344107713397817,42.39303395198657,2.446038532377788,0.07,0.029703357959468327,40,MEMORIZATION
1600,1.0,0.0,0.011229136027395725,0.861205957182492,0.19508779503199405,0.7900773286819458,0.37577319145202637,0.764751352686349,113.38251266018352,0.9006701188748605,369.20233154296875,0.0,369.20233154296875,inf,0.3248596298946387,"tensor(0.0503, device='cuda:0')","tensor(1.3386, device='cuda:0')","tensor(26.6340, device='cuda:0')",1.0,0.15426822006702423,0.060840806027677496,,,,,,MEMORIZATION
1700,1.0,0.0,0.010435137897729874,0.8594077037766902,0.19751698305892296,0.790791928768158,0.3746437430381775,0.9047067460785911,192.37838783839717,0.9008241929014899,365.5593566894531,0.0,365.5593566894531,inf,0.31959561400603453,"tensor(0.0472, device='cuda:0')","tensor(1.3453, device='cuda:0')","tensor(28.4858, device='cuda:0')",1.0,0.15510739386081696,0.05865281654415566,,,,,,MEMORIZATION
1800,1.0,0.0,0.009808368980884552,0.8575669371142012,0.20001380006412028,0.7907462120056152,0.37471458315849304,0.7036415504653226,165.78532583218373,0.9045697760163237,362.8642578125,0.0,362.8642578125,inf,0.31989314794213763,"tensor(0.0439, device='cuda:0')","tensor(1.3510, device='cuda:0')","tensor(30.7701, device='cuda:0')",1.0,0.15589994192123413,0.05651389412309393,,,,,,MEMORIZATION
1900,1.0,0.00045544252498075366,0.009167463518679142,0.8556820300668168,0.20258209289050966,0.7916082143783569,0.3733513355255127,0.7383836255330913,254.7948571357354,0.9054252431032105,361.4549560546875,0.0,361.4549560546875,inf,0.3174496976044078,"tensor(0.0460, device='cuda:0')","tensor(1.3518, device='cuda:0')","tensor(29.3751, device='cuda:0')",1.0,0.15703223645687103,0.05464621236970091,,,,,,MEMORIZATION
2000,1.0,0.0003036283596884459,0.008583405055105686,0.8537427678608189,0.2052358813110579,0.7925434708595276,0.371870756149292,0.9051724678151034,204.19412025598538,0.8983724270563433,361.5106506347656,0.0,361.5106506347656,inf,0.31511275373219066,"tensor(0.0417, device='cuda:0')","tensor(1.3578, device='cuda:0')","tensor(32.5621, device='cuda:0')",1.0,0.15764044225215912,0.05349240906463315,37.48525724344654,2.2606377268955815,0.07,0.022879721157441923,40,MEMORIZATION
2100,1.0,0.00075907091377303,0.00809480156749487,0.8518004401309208,0.20790559257036073,0.7924995422363281,0.3719423711299896,0.6658699250131859,786.142392785989,0.8969043530284444,368.0934753417969,0.0,368.0934753417969,inf,0.31996419244588925,"tensor(0.0401, device='cuda:0')","tensor(1.3599, device='cuda:0')","tensor(33.9193, device='cuda:0')",1.0,0.15848322212696075,0.052239344652575626,,,,,,MEMORIZATION
2200,1.0,0.00075907091377303,0.007609677501022816,0.8496164223357856,0.21092272115218208,0.7932038903236389,0.37082305550575256,0.6722691450514504,234.27118349662095,0.9013487448258972,362.0616149902344,0.0,362.0616149902344,inf,0.3146478992780133,"tensor(0.0389, device='cuda:0')","tensor(1.3609, device='cuda:0')","tensor(35.0174, device='cuda:0')",1.0,0.1597813218832016,0.051264800461526816,,,,,,MEMORIZATION
2300,1.0,0.00075907091377303,0.0071377623826265335,0.8471275148446846,0.21437887019222096,0.7938042283058167,0.36987170577049255,0.8791571834272568,803.8666038192073,0.9030281330549879,362.6160888671875,0.0,362.6160888671875,inf,0.319290841430112,"tensor(0.0334, device='cuda:0')","tensor(1.3637, device='cuda:0')","tensor(40.8617, device='cuda:0')",1.0,0.1603666990995407,0.050000203091303486,,,,,,MEMORIZATION
2400,1.0,0.00075907091377303,0.006698332726955414,0.844565559969081,0.21795900404514,0.795006275177002,0.36796244978904724,0.670024973021552,159.17202350485275,0.8966523101680861,362.3910217285156,0.0,362.3910217285156,inf,0.3145802351381149,"tensor(0.0358, device='cuda:0')","tensor(1.3753, device='cuda:0')","tensor(38.4241, device='cuda:0')",1.0,0.16073107719421387,0.04957899558917289,,,,,,MEMORIZATION
2500,1.0,0.00075907091377303,0.006337021943181753,0.8417592620293078,0.22190407842454765,0.7959755063056946,0.36641791462898254,0.7202887520520391,127.06760551499181,0.9064974405681165,355.74615478515625,0.0,355.74615478515625,inf,0.3105685053287601,"tensor(0.0376, device='cuda:0')","tensor(1.3780, device='cuda:0')","tensor(36.6732, device='cuda:0')",1.0,0.161741241812706,0.04864465047109101,26.756069408380423,1.7192934439838718,0.09,0.009393400123233576,40,MEMORIZATION
2600,1.0,0.00075907091377303,0.005956205073744059,0.8384835361512023,0.22654298793956415,0.7967807054519653,0.36513611674308777,0.6217125302003883,223.1892591598105,0.9084565710293044,357.53857421875,0.0,357.53857421875,inf,0.3126584389116988,"tensor(0.0327, device='cuda:0')","tensor(1.3820, device='cuda:0')","tensor(42.2536, device='cuda:0')",1.0,0.16242843866348267,0.04848716540440745,,,,,,MEMORIZATION
2700,1.0,0.00075907091377303,0.005638203117996454,0.8346976220417249,0.23195007946690996,0.7976117134094238,0.36381152272224426,0.8853647983635615,114.16206149062822,0.9023053728807358,352.76458740234375,0.0,352.76458740234375,inf,0.3090939414005072,"tensor(0.0273, device='cuda:0')","tensor(1.3858, device='cuda:0')","tensor(50.8132, device='cuda:0')",1.0,0.16311784088611603,0.04809321779121156,,,,,,MEMORIZATION
2800,1.0,0.00075907091377303,0.005299028940498829,0.8301333418628505,0.2385347369181284,0.7989939451217651,0.3616044223308563,0.7924029275253337,61.29142621763033,0.9012635408886374,355.2320861816406,0.0,355.2320861816406,inf,0.3106054530716703,"tensor(0.0260, device='cuda:0')","tensor(1.3959, device='cuda:0')","tensor(53.7811, device='cuda:0')",1.0,0.16400635242462158,0.04831845673115076,,,,,,MEMORIZATION
2900,1.0,0.0010626992443576455,0.004992921836674213,0.8249140151736066,0.24615325194113621,0.8001222610473633,0.35980117321014404,0.9515637669756438,1241.646720044455,0.9087317537262772,347.7765808105469,0.0,347.7765808105469,inf,0.30678194381529317,"tensor(0.0297, device='cuda:0')","tensor(1.3986, device='cuda:0')","tensor(47.1002, device='cuda:0')",1.0,0.1645451784133911,0.0491132992479798,,,,,,MEMORIZATION
3000,1.0,0.0016699560219421983,0.00472083268687129,0.8189670405774765,0.25495398778845785,0.8012952208518982,0.35792064666748047,0.899296150934841,506.0871867763404,0.9056901867265525,344.6444396972656,0.0,344.6444396972656,inf,0.3017898031345044,"tensor(0.0269, device='cuda:0')","tensor(1.4060, device='cuda:0')","tensor(52.2560, device='cuda:0')",1.0,0.16469061374664307,0.04935953085934286,20.786762636183987,1.3519524997794143,0.11,0.013195002980961561,41,MEMORIZATION
