epoch,train_loss,train_acc,test_acc,epsilon,hidden_eff_rank,hidden_entropy,hidden_k,M_explore,M_nominal,M_effective,kappa,tau_opt_const,peak_eff_rank,phase,weight_decay,frame_tightness
1600,9.095550909319768e-05,1.0,0.27523910733262485,0.22113261357603864,32.628094190700395,3.4851737022399902,39,2.302585092994046,160.0,87.94776279354062,0.5168738128923474,0.0445,78.15418342309808,heat,0.1,15362.970257681636
1700,9.943617588134508e-05,1.0,0.36177318961591015,0.22028459476606585,31.53319324339837,3.451040744781494,38,2.302585092994046,170.0,93.1165009224641,0.5851584417638434,0.0445,78.15418342309808,heat,0.1,42875.81991621962
1800,0.00012479104975762848,1.0,0.4316077121603158,0.22013028203500015,30.745270848751442,3.42573618888855,37,2.302585092994046,180.0,98.96808534010253,0.6436212634110094,0.0445,78.15418342309808,heat,0.1,18048.89336016325
1900,7.977413231928382e-05,1.0,0.472597540610293,0.22338570205654107,30.364033242990782,3.4132587909698486,36,2.302585092994046,190.0,105.40429797421262,0.5291123635730117,0.0445,78.15418342309808,heat,0.1,24055.55907324853
2000,8.912245668164764e-05,1.0,0.5412175497191438,0.21679632878434765,29.598288294030443,3.38771653175354,36,2.302585092994046,200.0,110.69542160994274,0.48308930960895874,0.0445,78.15418342309808,heat,0.1,23725.75747133892
2100,4.7374031721859505e-05,1.0,0.5841809625018977,0.22184890372971788,29.92175465748665,3.398585796356201,36,2.302585092994046,210.0,115.52631470603232,0.5155282906463098,0.0445,78.15418342309808,heat,0.1,12523.702038044294
2200,4.968319637728142e-05,1.0,0.6354941551540914,0.22224047464513966,29.237838929673757,3.3754637241363525,35,2.302585092994046,220.0,120.68159761249542,0.5070565046329053,0.0445,78.15418342309808,heat,0.1,9051.53127142482
2300,7.672518110507505e-05,1.0,0.6585699104296341,0.21702570351417103,29.236186886317494,3.3754072189331055,35,2.302585092994046,230.0,125.75216265882447,0.5651000484543622,0.0445,78.15418342309808,heat,0.1,8720.491978691078
2400,5.312020703941873e-05,1.0,0.7085167754668286,0.2230299221742491,28.161195505973126,3.337944984436035,33,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,733765.3942984581
2500,3.7562288102488584,0.0846917080085046,0.03264004858053742,0.21763016500375104,2.7955899310523775,1.0280431509017944,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,165452098846.43555
2600,3.287701608947116,0.16194188518781005,0.12646121147715197,0.1696244880193753,2.865648209445747,1.0527945756912231,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,190641174316.40625
2700,3.2822114907622253,0.15237420269312543,0.1255503264004858,0.1617606778438322,2.8269335058505036,1.0391925573349,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,196343307495.1172
2800,3.283116830654131,0.16265060240963855,0.09579474722939123,0.15916494033446155,2.8119906011372566,1.0338926315307617,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,196797351837.1582
2900,3.276284160553184,0.16087880935506732,0.117200546531046,0.15309972234483837,2.800189036100805,1.0296869277954102,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,197449703216.55273
3000,3.2778672044958146,0.1630049610205528,0.09488386215272507,0.1494961081547623,2.7801312277034604,1.0224981307983398,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,198506374359.13086
3100,3.2838961182546313,0.16194188518781005,0.1126461211477152,0.1487729874595032,2.777068629911212,1.0213959217071533,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,198176536560.0586
3200,3.285321725673662,0.15698086463501063,0.10839532412327312,0.1436506163395995,2.759841680653958,1.015173316001892,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,198824996948.2422
3300,3.279255767480268,0.1428065201984408,0.11553059055715804,0.14254189009949883,2.758300422961077,1.0146147012710571,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199729137420.6543
3400,3.282168022205777,0.1598157335223246,0.12038864429937757,0.14183566311900891,2.755333806128877,1.0135385990142822,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199085407257.08008
3500,3.2869407228338727,0.16123316796598158,0.1141642629421588,0.14005011219018842,2.755282566629181,1.0135200023651123,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199299068450.92773
3600,3.2847124703973005,0.1598157335223246,0.09442841961439198,0.13992721573900785,2.7487914087881795,1.0111613273620605,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199321613311.76758
3700,3.279308627802459,0.1481218993621545,0.1187186883254896,0.1387802165290889,2.746397100610844,1.0102899074554443,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199981384277.34375
3800,3.2817757352711374,0.1552090715804394,0.12038864429937757,0.13859676844533897,2.7468047389387817,1.010438323020935,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199803028106.68945
3900,3.2771692433144333,0.1449326718639263,0.10110824350994382,0.13923345635932255,2.7532882513812433,1.0127959251403809,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199846191406.25
4000,3.282927738699315,0.15379163713678243,0.09807195992105662,0.13900988761600314,2.74220635784162,1.0087628364562988,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200096416473.38867
4100,3.283536293420447,0.147413182140326,0.11522696219826932,0.13668443322811294,2.737999488404521,1.0072275400161743,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199904613494.87305
4200,3.2859483924341237,0.1527285613040397,0.10976165173827235,0.1400214551312082,2.7576533908756677,1.0143800973892212,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199228420257.56836
4300,3.281572322149297,0.15627214741318213,0.10672536814938516,0.13748642042979778,2.735986371851981,1.006492018699646,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200052261352.53906
4400,3.2837076381450845,0.15698086463501063,0.12600576893881887,0.1376363702397488,2.7427160368007892,1.0089486837387085,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199741992950.43945
4500,3.2836413405450164,0.15804394046775336,0.109609837558828,0.13930133876122544,2.74451227384069,1.0096033811569214,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199636363983.1543
4600,3.287249392942703,0.148830616583983,0.09792014574161227,0.13685364187161572,2.739178354366838,1.0076580047607422,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199274616241.45508
4700,3.2773425869701773,0.15698086463501063,0.11431607712160316,0.13772049095328157,2.74298611676967,1.0090471506118774,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200052833557.1289
4800,3.2820337001184128,0.15768958185683912,0.11522696219826932,0.13814097073691356,2.738088595682321,1.0072600841522217,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199994659423.82812
4900,3.2805373356073653,0.13890857547838412,0.10171550022772127,0.13793225976493872,2.739226355506737,1.0076755285263062,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199979095458.98438
5000,3.281434636180237,0.15627214741318213,0.1030818278427205,0.13857939517531664,2.746260579852437,1.0102401971817017,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199873523712.1582
5100,3.2847583366572475,0.15343727852586816,0.11203886442993775,0.13715597164033172,2.7378708918048584,1.0071805715560913,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199514617919.92188
5200,3.284437548429893,0.15450035435861093,0.12615758311826325,0.13690599266988976,2.7418964774966113,1.0086498260498047,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199757118225.09766
5300,3.2816988433362067,0.15308291991495393,0.13617731896159102,0.13929245627315942,2.7500411422455113,1.0116158723831177,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199501628875.73242
5400,3.2872643435280176,0.16265060240963855,0.13374829209048125,0.13838114317189557,2.752743792328517,1.0125981569290161,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199475116729.73633
5500,3.281871054208,0.16158752657689582,0.10945802337938364,0.13894283796898965,2.7459152159102374,1.0101144313812256,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199837779998.7793
5600,3.2823943647402216,0.14776754075124027,0.09124032184606042,0.13770983833757378,2.740649465182025,1.008194923400879,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200515823364.2578
5700,3.279076349304383,0.15414599574769666,0.11401244876271444,0.1388352456542935,2.7422017812948347,1.0087611675262451,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199971122741.69922
5800,3.2821728595176713,0.15875265768958186,0.11628966145437984,0.1388238661015709,2.7467798532587615,1.0104292631149292,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199458885192.8711
5900,3.284434769189079,0.16087880935506732,0.11325337786549264,0.13880878870361427,2.754725891176937,1.0133179426193237,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199300327301.0254
6000,3.2836176440024696,0.14847625797306874,0.11310156368604828,0.13772875061996762,2.7393589344535236,1.0077239274978638,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199681262969.9707
6100,3.2794558856607243,0.16017009213323885,0.11613784727493548,0.13877274413539742,2.7437952079144035,1.009342074394226,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200447673797.60742
6200,3.2839272377087156,0.14635010630758327,0.11203886442993775,0.1365689649455905,2.7475166958410684,1.0106974840164185,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199004135131.83594
6300,3.2791521312664957,0.15414599574769666,0.10748443904660696,0.13762035505619866,2.7425940844652588,1.008904218673706,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200436325073.2422
6400,3.2744823541310053,0.14457831325301204,0.10778806740549568,0.13638185226508245,2.729704348198881,1.0041933059692383,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200929565429.6875
6500,3.2788507946833576,0.1559177888022679,0.12524669804159708,0.13979973881536595,2.750613265886739,1.0118238925933838,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199729080200.1953
6600,3.283994976634425,0.15166548547129696,0.12129952937604373,0.1364848724604284,2.741672261026338,1.0085680484771729,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199800415039.0625
6700,3.2800639493511046,0.15414599574769666,0.1065735539699408,0.13854772983988717,2.7451617858310944,1.0098400115966797,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200055828094.48242
6800,3.2788152740324414,0.1520198440822112,0.1217549719143768,0.13996188193814707,2.7498716591252244,1.01155424118042,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199872379302.97852
6900,3.2800692011497277,0.14989369241672573,0.1187186883254896,0.1367607710553164,2.740304153542279,1.0080689191818237,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199939918518.0664
7000,3.2836292908598903,0.15627214741318213,0.10763625322605132,0.13935442122662275,2.743606812917119,1.0092734098434448,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200159549713.13477
7100,3.2774589492614012,0.16406803685329555,0.13268559283437073,0.13784044303283413,2.743473047239765,1.0092246532440186,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200277118682.86133
7200,3.283965946680092,0.1686746987951807,0.10991346591771671,0.13828909509445536,2.747225865026856,1.0105916261672974,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199715480804.44336
7300,3.281006934032805,0.15946137491141035,0.11355700622438136,0.13713565151179055,2.7390679875894577,1.007617712020874,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200475463867.1875
7400,3.2838508690780652,0.14847625797306874,0.10475178381660848,0.13761443846473387,2.740869023684612,1.008275032043457,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199695320129.39453
7500,3.2798368966300635,0.16052445074415309,0.11143160771216032,0.13740768730535566,2.7380732546622752,1.0072544813156128,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200381183624.26758
7600,3.2840453429394456,0.15804394046775336,0.113405192044937,0.13815600080672688,2.740842884845327,1.008265495300293,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199836597442.62695
7700,3.2783518939217635,0.1552090715804394,0.1027781994838318,0.13878259219573089,2.7500493380189943,1.0116188526153564,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199985389709.47266
7800,3.2832494130124443,0.147413182140326,0.11325337786549264,0.13710323621067144,2.74237929152785,1.0088258981704712,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199715900421.14258
7900,3.277387854057707,0.14989369241672573,0.11355700622438136,0.13878317164023884,2.7477194440901864,1.0107712745666504,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199716644287.10938
8000,3.2764465927148354,0.15627214741318213,0.10976165173827235,0.14009572192083736,2.74711648392666,1.0105518102645874,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200453796386.71875
8100,3.276413522317509,0.15379163713678243,0.11962957340215576,0.13830174937559123,2.751685047442185,1.0122134685516357,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199853973388.67188
8200,3.2806515955570146,0.15166548547129696,0.10050098679216639,0.13854051691810707,2.738896895222425,1.0075552463531494,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200298099517.82227
8300,3.285139482634698,0.1559177888022679,0.10778806740549568,0.13861668876974637,2.750636546789643,1.011832356452942,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199314708709.7168
8400,3.280260628288642,0.13961729270021261,0.10186731440716564,0.13808203230620225,2.7459292915062017,1.0101195573806763,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199722671508.78906
8500,3.279803367475514,0.16087880935506732,0.12008501594048884,0.1378520408302359,2.741967406932273,1.0086756944656372,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200056419372.5586
8600,3.2754330258264686,0.147413182140326,0.11477151965993623,0.1378876657320378,2.742324043096673,1.008805751800537,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199717140197.7539
8700,3.28620183408725,0.1566265060240964,0.11947775922271141,0.13786926670965693,2.7448993448502157,1.00974440574646,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199468784332.2754
8800,3.280198308274224,0.148830616583983,0.1217549719143768,0.13767274479056849,2.748354644090564,1.0110024213790894,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199285449981.68945
8900,3.282052939196667,0.15485471296952516,0.1278275390921512,0.13728536639683953,2.7436758241664445,1.00929856300354,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199484958648.68164
9000,3.278138187909954,0.14209780297661234,0.11386063458327007,0.1387796548817342,2.7428788663346615,1.0090080499649048,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200705795288.08594
9100,3.283191877083944,0.147413182140326,0.1335964779110369,0.13883898253592333,2.7526181127396465,1.0125524997711182,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199332866668.70117
9200,3.2842421421845867,0.15024805102763997,0.11583421891604676,0.1352792578364151,2.742237413182282,1.0087741613388062,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199692344665.52734
9300,3.285310130183533,0.14599574769666904,0.11310156368604828,0.13721063726933097,2.7454615620860876,1.0099492073059082,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199632663726.80664
9400,3.281030860376392,0.14705882352941177,0.11188705025049339,0.13886473289339143,2.744557751036277,1.009619951248169,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200328693389.89258
9500,3.278849899811072,0.14953933380581147,0.11067253681493852,0.13732991077733184,2.7362933009137915,1.0066041946411133,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200138187408.44727
9600,3.2844528832560647,0.14528703047484054,0.11234249278882648,0.13847271918288442,2.748102381026992,1.0109106302261353,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199303207397.46094
9700,3.2809079411518143,0.16087880935506732,0.1187186883254896,0.13840885227104824,2.750408992611276,1.0117496252059937,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199599075317.3828
9800,3.2817447455870523,0.15946137491141035,0.11203886442993775,0.1379219383305796,2.749482575890791,1.0114127397537231,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199936008453.36914
9900,3.2784097470094937,0.15485471296952516,0.11431607712160316,0.13842950128513792,2.738179990774574,1.007293462753296,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,200440845489.50195
10000,3.286756830465532,0.1481218993621545,0.1316228935782602,0.14029371087316977,2.7510421907645446,1.0119798183441162,3,2.302585092994046,240.0,131.4031631433681,0.5651000484543622,0.0445,78.15418342309808,quench,2.0,199442749023.4375
