epoch,train_loss,train_acc,test_acc,global_eff_rank,global_entropy,bulk_compression_ratio,entropy_gap,input_eff_rank,input_entropy,output_eff_rank,output_entropy,hidden_1_eff_rank,hidden_1_entropy,deficit_input,deficit_output,deficit_hidden_1
1,4.576055736595819,0.009213323883770375,0.009412479125550327,120.52242279052734,4.791835784912109,0.43799032122766485,0.8255584239959717,92.22018432617188,4.524178981781006,66.8750228881836,4.202825546264648,40.39154815673828,3.698620557785034,0.004113070201128721,0.016205182299017906,0.046666860580444336
