epoch,train_loss,train_acc,test_acc,epsilon,hidden_eff_rank,hidden_entropy,hidden_k,M_explore,M_nominal,M_eff_tail,M_eff_contract,kappa_tail,kappa_contract,lambda_hybrid,peak_eff_rank,rank_violations,phase,weight_decay,injection_count
1500,2.9026773920471496,0.24982282069454287,0.0018217701533323211,0.21800341515399474,77.2543786506743,4.347103595733643,79,2.302585092994046,149.99999999999577,75.30814564711467,0.1969926268737595,0.4850676923773401,0.002355606892491208,0.5909643788010427,77.26112025459278,0,heat,0.1,1500
1600,2.7848762066798542,0.27710843373493976,0.0022772126916654014,0.21752807060954685,77.54964353268389,4.350918292999268,79,2.302585092994046,159.9999999999952,80.31550384121671,0.19917545290919625,0.5299680708579771,0.00021828260354367306,0.6170286707211121,77.54964353268389,0,heat,0.1,1600
1700,2.551286570828152,0.3221119773210489,0.0021253985122210413,0.2221569853975293,77.65751096015312,4.35230827331543,78,2.302585092994046,169.99999999999463,85.27897197098493,0.19917545290919625,0.489546417308367,0.0,0.6430929626411817,77.65751096015312,0,heat,0.1,1700
1800,2.335179781761683,0.3600283486888731,0.0022772126916654014,0.2198752276227341,77.40607793483335,4.34906530380249,78,2.302585092994046,179.99999999999406,90.32448725589154,0.20949948801091195,0.4501100034780472,0.0010324035101715733,0.6691572545612512,77.65751096015312,0,heat,0.1,1800
1900,2.1556996153568564,0.4043231750531538,0.003036283588887202,0.21895798467155245,77.43007321448913,4.349375247955322,79,2.302585092994046,189.9999999999935,95.34340232007075,0.21367986570914244,0.5275964805123617,0.000418037769823049,0.6952215464813207,77.65751096015312,0,heat,0.1,1900
2000,1.9569644976980207,0.443656980864635,0.002884469409442842,0.22243638657061587,77.51038225265629,4.350411891937256,78,2.302585092994046,199.99999999999292,100.27668841976461,0.21367986570914244,0.4504956989340116,0.0,0.7212858384013903,77.65751096015312,0,heat,0.1,2000
2100,1.7682789705646198,0.4911410347271439,0.0025808410505541216,0.21725349480570225,77.49057431497032,4.350156307220459,79,2.302585092994046,209.99999999999235,105.35665152021615,0.2372561728053459,0.439254102412778,0.002357630709620351,0.7473501303214598,77.65751096015312,0,heat,0.1,2100
2200,1.55549822801567,0.5435861091424522,0.0019735843327766812,0.2176141008951266,77.84911792316011,4.354772567749023,79,2.302585092994046,219.9999999999918,110.44773890245345,0.2372561728053459,0.5927167721453043,0.0,0.7734144222415291,77.84911792316011,0,heat,0.1,2200
2300,1.2451051235367947,0.6371367824238129,0.0012145134355548808,0.22152259210130204,77.31356274933688,4.347869396209717,78,2.302585092994046,229.99999999999122,115.43007421160485,0.2372561728053459,0.5215396689483968,0.0,0.7994787141615987,77.84911792316011,0,heat,0.1,2300
2400,1.2045853734861276,0.6474131821403261,0.001669955973887961,0.2196478287054264,77.77924978849148,4.353874683380127,79,2.302585092994046,239.99999999999065,120.47196118960984,0.24575526790636631,0.43583324954842256,0.0008499095101020443,0.8,77.84911792316011,0,heat,0.1,2400
2500,1.2035281473148975,0.6364280652019844,0.003036283588887202,0.22143789775375397,77.42686110747826,4.349333763122559,78,2.302585092994046,249.99999999999008,125.51133688609835,0.24575526790636631,0.5422358526064242,0.0,0.8,77.84911792316011,0,heat,0.1,2500
2600,1.1029313954370905,0.6757618710134656,0.0019735843327766812,0.22288097149423755,77.43930414870252,4.349494457244873,78,2.302585092994046,259.9999999999906,130.55363586378587,0.24575526790636631,0.4974344623821869,0.0,0.8,77.84911792316011,0,heat,0.1,2600
2700,1.1164612966087335,0.6669029057406095,0.0025808410505541216,0.22186135900950274,76.86884210889518,4.342100620269775,78,2.302585092994046,269.9999999999929,135.5864107118278,0.2503404589311937,0.4239938662230558,0.00045851910248273953,0.8,77.84911792316011,0,heat,0.1,2700
2800,0.9280036491421755,0.7221828490432317,0.008805222407772886,0.21758561261785858,76.17236650226349,4.332998752593994,78,2.302585092994046,279.99999999999517,140.557731608982,0.26980074243855984,0.4800981468554182,0.001946028350736614,0.8,77.84911792316011,0,heat,0.1,2800
2900,0.7952255430709885,0.7778171509567683,0.013056019432214969,0.2202375897156892,74.20045815181471,4.306770324707031,78,2.302585092994046,289.99999999999744,145.5950745928592,0.26980074243855984,0.5089325563374926,0.0,0.8,77.84911792316011,0,heat,0.1,2900
3000,0.6598867818153471,0.8061658398299079,0.023986640352208898,0.2173467790876874,72.30689938927381,4.280919551849365,77,2.302585092994046,299.9999999999997,150.63742564138926,0.2830135210013013,0.5126987661016388,0.0013212778562741443,0.8,77.84911792316011,0,heat,0.1,3000
3100,0.5642394139824143,0.83805811481219,0.03810535904053439,0.22007904677522286,72.05179495985838,4.277385234832764,77,2.302585092994046,310.000000000002,155.67770196574793,0.2830135210013013,0.5116122529097099,0.0,0.8,77.84911792316011,0,heat,0.1,3100
3200,0.48852123887212795,0.8717221828490432,0.0570821314710794,0.22345855901362643,70.96542070901995,4.262192726135254,76,2.302585092994046,320.00000000000426,160.71362576469932,0.2830135210013013,0.5146331950511328,0.0,0.8,77.84911792316011,0,heat,0.1,3200
3300,0.3687123239758503,0.9117647058823529,0.08623045392439654,0.21798998911233197,69.5810457410065,4.242492198944092,76,2.302585092994046,330.00000000000654,165.77080857984285,0.30779035934767884,0.5197654038269487,0.0024776838346377604,0.8,77.84911792316011,0,heat,0.1,3300
3400,0.3268158274453891,0.9209780297661233,0.11158342189160468,0.2179620678362884,69.28661114063316,4.238251686096191,76,2.302585092994046,340.0000000000088,170.8136121873898,0.3079184526810475,0.4482947246270113,1.280933333686664e-05,0.8,77.84911792316011,0,heat,0.1,3400
3500,0.2743090524435212,0.9330262225372077,0.18050705935934416,0.22216596065620353,68.09523304074537,4.220907211303711,75,2.302585092994046,350.0000000000111,175.76315113351006,0.3079184526810475,0.4896933419180837,0.0,0.8,77.84911792316011,0,heat,0.1,3500
3600,0.22816503364236368,0.9557051736357194,0.2252922422954304,0.22112986739893187,67.23694451693082,4.20822286605835,75,2.302585092994046,360.00000000001336,180.81956780299473,0.31259296156807664,0.4652936756737079,0.0004674508887029145,0.8,77.84911792316011,0,heat,0.1,3600
3700,0.20543786265552677,0.9521615875265769,0.2386518900865341,0.2175862235100653,65.56118804968489,4.182983875274658,75,2.302585092994046,370.00000000001563,185.86180202889892,0.3287479238826181,0.5499818828142433,0.0016154962314541479,0.8,77.84911792316011,0,heat,0.1,3700
3800,0.19373504058962845,0.966690290574061,0.2671929558220738,0.2180571257843317,65.20436887669713,4.177526473999023,75,2.302585092994046,380.0000000000179,190.83274056755852,0.3287479238826181,0.5061122231322744,0.0,0.8,77.84911792316011,0,heat,0.1,3800
3900,0.1968194992511852,0.9627923458540043,0.27387277971762564,0.21869921218088498,64.41294835913705,4.165314674377441,74,2.302585092994046,390.0000000000202,195.91161085890835,0.3287479238826181,0.457102179430288,0.0,0.8,77.84911792316011,0,heat,0.1,3900
4000,0.1756443822747169,0.9649184975194898,0.2866251707909519,0.21939511895633806,65.32464974192902,4.1793694496154785,75,2.302585092994046,400.00000000002245,200.93810081640913,0.3287479238826181,0.4451043216940695,0.0,0.8,77.84911792316011,0,heat,0.1,4000
4100,0.16679035889646163,0.9688164422395464,0.31212995293760437,0.21934879042222866,64.49617691451496,4.1666059494018555,74,2.302585092994046,410.0000000000247,205.91934199653303,0.32895911101612024,0.5397631616984313,2.1118713350215906e-05,0.8,77.84911792316011,0,heat,0.1,4100
4200,0.18108424757660746,0.9620836286321758,0.33004402611203887,0.22295183985300154,64.62482674431628,4.168598651885986,74,2.302585092994046,420.000000000027,210.9566681028036,0.32895911101612024,0.5620338996913153,0.0,0.8,77.84911792316011,0,heat,0.1,4200
4300,0.17798259342386316,0.9659815733522324,0.319568847730378,0.22079081055136454,64.87732806036736,4.1724982261657715,74,2.302585092994046,430.0000000000293,216.00546365490717,0.33869919971057927,0.43541042740065056,0.0009740088694459063,0.8,77.84911792316011,0,heat,0.1,4300
4400,0.18806192301567526,0.961020552799433,0.300592075299833,0.2200439126548564,64.33804859099446,4.164151191711426,74,2.302585092994046,440.00000000003155,221.04454420397417,0.3420877649567825,0.5397017458234877,0.0003388565246203247,0.8,77.84911792316011,0,heat,0.1,4400
4500,0.17939127781009268,0.9599574769666903,0.310308182784272,0.21912305740578208,64.04686236232143,4.1596150398254395,74,2.302585092994046,450.0000000000338,226.01552877778403,0.34628141639880605,0.4594428029446165,0.0004193651442023574,0.8,77.84911792316011,0,heat,0.1,4500
4600,0.19896265156804713,0.9578313253012049,0.30271747381205405,0.21909038853016752,63.48544827009591,4.150810718536377,74,2.302585092994046,460.0000000000361,231.11724383935336,0.3464305166876177,0.5429831050629977,1.4910028881162776e-05,0.8,77.84911792316011,0,heat,0.1,4600
4700,0.1696073927835401,0.9688164422395464,0.34385911644147565,0.21957050969721417,62.36291638017247,4.132970809936523,73,2.302585092994046,470.00000000003837,236.1923265478477,0.3464305166876177,0.5487641320826229,0.0,0.8,77.84911792316011,0,heat,0.1,4700
4800,0.17294643366277682,0.9656272147413182,0.3295885835737058,0.2183016147213986,63.0924045953223,4.1446003913879395,74,2.302585092994046,480.00000000004064,241.20432430295767,0.35222626598050516,0.522429197304267,0.0005795749292887454,0.8,77.84911792316011,0,heat,0.1,4800
4900,0.18386438224942528,0.9627923458540043,0.34826172764536206,0.219597582427615,63.08551555158944,4.144491195678711,74,2.302585092994046,490.0000000000429,246.27663726908924,0.35222626598050516,0.5498870101141756,0.0,0.8,77.84911792316011,0,heat,0.1,4900
5000,0.1638437469379645,0.9663359319631467,0.3134962805526036,0.22310991687772,62.893557212154576,4.141443729400635,73,2.302585092994046,500.0000000000452,251.32114677680795,0.35222626598050516,0.5349319508724543,0.0,0.8,77.84911792316011,0,anneal,0.1,5000
5100,0.02083779968820317,1.0,0.6064976468802186,0.2206944400447708,55.12698064298832,4.009639263153076,71,2.302585092994046,507.49726920635436,255.1200550621569,0.3631116962227614,0.4978673655544858,0.0014519193512614187,0.8,77.84911792316011,0,anneal,0.48,5100
5200,0.11805830312949558,1.0,0.9880066798238956,0.22345584492970588,18.07531982944489,2.894547462463379,29,2.302585092994046,511.6118577857061,257.20876483715097,0.3631116962227614,0.5038140990166662,0.0,0.8,77.84911792316011,1,anneal,0.86,5200
5300,0.47427651748684263,0.9992912827781715,0.9931683619250038,0.1900781288276526,13.856756865793523,2.6287729740142822,14,2.302585092994046,513.8699918757933,258.33466888740213,0.5248903369274961,0.48396703704914773,0.07164261919381495,0.8,77.84911792316011,2,anneal,1.24,5300
5400,1.1773181670443713,0.9883061658398299,0.9628055260361318,0.22125026653501811,11.661887054579024,2.4563260078430176,11,2.302585092994046,515.1174085874478,258.9628682759634,0.5248903369274961,0.462801447651976,0.0,0.8,77.84911792316011,3,anneal,1.62,5400
5500,2.025819575000874,0.9004252303330971,0.8377106421739791,0.14936329970586942,7.6882842723362534,2.0396976470947266,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,4,quench,2.0,5500
5600,2.622886146745472,0.791991495393338,0.7142857142857143,0.1047674906985826,6.929557943948212,1.9357960224151611,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,5,quench,2.0,5500
5700,2.6439176465838115,0.7965981573352232,0.705328677698497,0.10719527902747085,6.942954825887708,1.937727451324463,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,6,quench,2.0,5500
5800,2.6599714244028765,0.784549964564139,0.6913617731896159,0.10592390136020736,6.915287469815226,1.9337345361709595,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,7,quench,2.0,5500
5900,2.6614845265402685,0.7849043231750532,0.6616061940185213,0.10802235553007462,6.930423716956185,1.9359209537506104,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,8,quench,2.0,5500
6000,2.669647909410451,0.7700212615166548,0.6989524821618339,0.10511140709698844,6.901634617053104,1.9317582845687866,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,9,quench,2.0,5500
6100,2.677337326790575,0.7710843373493976,0.68802186124184,0.1055903099660294,6.907350081661315,1.9325860738754272,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,10,quench,2.0,5500
6200,2.6863592593573578,0.7484053862508859,0.6644906634279641,0.10814601669980062,6.925418103770901,1.935198426246643,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,11,quench,2.0,5500
6300,2.6799338661466905,0.7593905031892275,0.65598906937908,0.1107229712712157,6.999857772182798,1.9458898305892944,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,12,quench,2.0,5500
6400,2.6934000982788757,0.7604535790219702,0.66190982237741,0.11241174830371894,7.068819432928412,1.9556934833526611,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,13,quench,2.0,5500
6500,2.691800270918664,0.7661233167965982,0.6688932746318507,0.11601220841689203,7.159915009862581,1.9684981107711792,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,14,quench,2.0,5500
6600,2.6960736992171603,0.7459248759744862,0.6520419007135266,0.11412196333944045,7.161374692166586,1.968701958656311,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,15,quench,2.0,5500
6700,2.695542791563936,0.7540751240255138,0.639137695460756,0.11815733503887559,7.207949829006265,1.9751845598220825,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,16,quench,2.0,5500
6800,2.6989394810755654,0.7484053862508859,0.656444511917413,0.1226533734900965,7.247975503315553,1.980722188949585,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,17,quench,2.0,5500
6900,2.7022407208665054,0.7498228206945429,0.6377713678457568,0.12848758843592983,7.2700642214951605,1.9837651252746582,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,18,quench,2.0,5500
7000,2.701015395361172,0.7207654145995748,0.6263853043874298,0.13729349690213719,7.321672358081452,1.9908387660980225,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,19,quench,2.0,5500
7100,2.7213525542293686,0.6934798015591779,0.6128738424168817,0.14612435897225146,7.326428978803171,1.9914882183074951,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,20,quench,2.0,5500
7200,2.735660882810597,0.6970233876683204,0.599514194625778,0.15433242405560554,7.3549196860691906,1.9953694343566895,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,21,quench,2.0,5500
7300,2.7444806249322493,0.6970233876683204,0.5831182632457872,0.15776071386394344,7.3510269599143,1.9948400259017944,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,22,quench,2.0,5500
7400,2.7517213544298116,0.6874557051736357,0.5811446789130105,0.15500495878640713,7.323828519562977,1.991133213043213,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,23,quench,2.0,5500
7500,2.757696213745885,0.6948972360028348,0.5834218916046758,0.15976296320966651,7.350464389971705,1.9947634935379028,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,24,quench,2.0,5500
7600,2.751718985958356,0.6778880226789511,0.5841809625018977,0.15755732181400497,7.3216060247185695,1.9908297061920166,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,25,quench,2.0,5500
7700,2.7588810295521324,0.6697377746279235,0.5703658721724609,0.16187316091820267,7.342361852898869,1.993660569190979,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,26,quench,2.0,5500
7800,2.7582138497131585,0.6846208362863218,0.5753757400941248,0.16167353077012456,7.3508876278332576,1.9948210716247559,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,27,quench,2.0,5500
7900,2.751370968673349,0.6867469879518072,0.5635342340974647,0.16237315781687015,7.359211873629429,1.995952844619751,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,28,quench,2.0,5500
8000,2.748392515871898,0.6782423812898654,0.5811446789130105,0.16061649898958538,7.330317417545308,1.9920188188552856,7,2.302585092994046,516.1174085874469,259.4651499260775,0.9178032342038136,0.4331483977113985,0.3929128972763172,0.8,77.84911792316011,29,quench,2.0,5500
