epoch,train_loss,train_acc,test_acc,global_eff_rank,global_entropy,bulk_compression_ratio,entropy_gap,input_eff_rank,input_entropy,output_eff_rank,output_entropy,hidden_1_eff_rank,hidden_1_entropy,deficit_input,deficit_output,deficit_hidden_1
1,4.577684495400065,0.008504606661941885,0.009108850766661606,137.67977905273438,4.924930572509766,0.8473189922647992,0.1656780242919922,92.2882308959961,4.524916648864746,66.11293029785156,4.191364288330078,78.19757080078125,4.359238624572754,0.0118943452835083,0.033360108733177185,0.035648688673973083
