epoch,train_loss,train_acc,test_acc,global_eff_rank,global_entropy,bulk_compression_ratio,entropy_gap,input_eff_rank,input_entropy,output_eff_rank,output_entropy,hidden_1_eff_rank,hidden_1_entropy,deficit_input,deficit_output,deficit_hidden_1
1,4.576326236413946,0.013819985825655563,0.008501594048884165,120.25215911865234,4.789590835571289,0.27635127338926513,1.2860825061798096,92.1741943359375,4.523680210113525,66.6319351196289,4.199183940887451,25.472455978393555,3.237597703933716,0.004156876355409622,0.016386739909648895,0.028524260967969894
