epoch,train_loss,train_acc,test_acc,global_eff_rank,global_entropy,bulk_compression_ratio,entropy_gap,input_eff_rank,input_entropy,output_eff_rank,output_entropy,hidden_1_eff_rank,hidden_1_entropy,deficit_input,deficit_output,deficit_hidden_1
1,4.57624098022807,0.010985116938341602,0.009716107484439046,118.19998931884766,4.772377967834473,0.09864553466433137,2.3162221908569336,92.16299438476562,4.523558616638184,67.26093292236328,4.2085795402526855,9.09146785736084,2.20733642578125,0.004588793031871319,0.014146743342280388,0.01176149770617485
