epoch,train_loss,train_acc,test_acc,entropy,extropy,entropy_normalized,consolidation_index,kl_velocity,l2_velocity,defect,noise_scale,weight_decay,phase,M_nominal,spurious_certainty
4500,5.322506004504943,0.015237420269312544,0.008805222407772886,4.473951816558838,-0.9794726371765137,0.9779747480402557,0.022025251959744252,0.23865997791290283,0.010137350298464298,0.0,0.15,0.1,explore,674.8999999999434,False
4600,5.885725289248349,0.01559177888022679,0.009108850766661606,4.446567535400391,-0.9719552993774414,0.9719887346533717,0.028011265346628345,0.27858051657676697,0.013704841025173664,0.0,0.15,0.1,explore,689.8999999999411,False
4700,5.533149665661073,0.014883061658398299,0.008501594048884165,4.476677417755127,-0.9785496592521667,0.9785705455035484,0.021429454496451616,0.2100229412317276,0.009692615829408169,0.0,0.15,0.1,explore,704.8999999999388,False
4800,5.141145020388485,0.01559177888022679,0.008046151510551085,4.4842939376831055,-0.9809783101081848,0.98023546378227,0.01976453621773,0.23160716891288757,0.009359161369502544,0.0,0.15,0.1,explore,719.8999999999365,False
4900,5.473290223753854,0.014883061658398299,0.008805222407772886,4.4435014724731445,-0.9719361662864685,0.9713185146238105,0.02868148537618953,0.2730458080768585,0.013169868849217892,0.0,0.15,0.1,explore,734.8999999999343,False
5000,5.3899855238668035,0.014528703047484054,0.008805222407772886,4.463660717010498,-0.9769929051399231,0.9757251852598533,0.0242748147401467,0.3017037510871887,0.012698893435299397,0.0,0.15,0.1,explore,749.899999999932,False
5100,5.2412359634142245,0.014528703047484054,0.008501594048884165,4.464827537536621,-0.9759019017219543,0.9759802441109164,0.02401975588908356,0.22258120775222778,0.010465293191373348,0.0,0.15,0.1,explore,764.8999999999297,False
5200,5.323763986651817,0.014883061658398299,0.008349779869439806,4.484506130218506,-0.9801489114761353,0.9802818475945801,0.019718152405419853,0.2184869647026062,0.009301818907260895,0.0,0.15,0.1,explore,779.8999999999274,False
5300,5.771520282445329,0.014528703047484054,0.008046151510551085,4.4419355392456055,-0.9727957844734192,0.9709762125122897,0.029023787487710284,0.3431858420372009,0.014658286236226559,0.0,0.15,0.1,explore,794.8999999999252,False
5400,5.54250546787562,0.01559177888022679,0.008349779869439806,4.447278022766113,-0.9733836054801941,0.9721440422496462,0.027855957750353766,0.24686846137046814,0.012341272085905075,0.0,0.15,0.1,explore,809.8999999999229,False
5500,5.5577446208911,0.01559177888022679,0.008349779869439806,4.469679355621338,-0.9777273535728455,0.977040817796886,0.022959182203113992,0.28219205141067505,0.011297174729406834,0.0,0.15,0.1,explore,824.8999999999206,False
5600,5.510250279072965,0.014528703047484054,0.008653408228328526,4.4590163230896,-0.9753187894821167,0.9747099530533331,0.025290046946666922,0.25114110112190247,0.011659032665193081,0.0,0.15,0.1,explore,839.8999999999184,False
5700,5.371801665659701,0.015237420269312544,0.008197965689995446,4.4642133712768555,-0.9760581254959106,0.9758459916384321,0.02415400836156789,0.24103789031505585,0.010843195952475071,0.0,0.15,0.1,explore,854.8999999999161,False
5800,5.266564219185476,0.01559177888022679,0.008349779869439806,4.478183746337891,-0.9793763756752014,0.9788998184543078,0.021100181545692154,0.17657646536827087,0.008483867160975933,0.0,0.15,0.1,explore,869.8999999999138,False
5900,5.387481887688797,0.014883061658398299,0.008501594048884165,4.4658331871032715,-0.9765892028808594,0.976200072111281,0.023799927888718986,0.26350027322769165,0.010771027766168118,0.0,0.15,0.1,explore,884.8999999999115,False
6000,5.233600541446986,0.013819985825655563,0.008046151510551085,4.4855055809021,-0.9811998605728149,0.9805003205622256,0.01949967943777442,0.20971468091011047,0.008696424774825573,0.0,0.15,0.1,explore,899.8999999999093,False
6100,5.499881321124816,0.015946137491141033,0.007894337331106725,4.482316017150879,-0.9800521731376648,0.9798031041115671,0.020196895888432875,0.18968240916728973,0.008287295699119568,0.0,0.15,0.1,explore,914.899999999907,False
6200,5.368457537018851,0.015237420269312544,0.008501594048884165,4.461734771728516,-0.9770265221595764,0.9753041870173343,0.024695812982665655,0.22399383783340454,0.01083413790911436,0.0,0.15,0.1,explore,929.8999999999047,False
6300,5.246231438068861,0.015237420269312544,0.008501594048884165,4.465798377990723,-0.9773297309875488,0.9761924630813965,0.02380753691860349,0.29836761951446533,0.01187196932733059,0.0,0.15,0.1,explore,944.8999999999024,False
6400,5.19510207551249,0.01559177888022679,0.008501594048884165,4.448862075805664,-0.9743018746376038,0.9724903052260385,0.02750969477396148,0.2834053933620453,0.013710858300328255,0.0,0.15,0.1,explore,959.8999999999002,False
6500,5.694578695833013,0.014174344436569808,0.008349779869439806,4.473400115966797,-0.9779935479164124,0.9778541501282493,0.022145849871750722,0.2584224343299866,0.010200690478086472,0.0,0.15,0.1,explore,974.8999999998979,False
6600,5.258512036184246,0.015237420269312544,0.008197965689995446,4.461741924285889,-0.9755093455314636,0.9753057505166256,0.024694249483374398,0.23187433183193207,0.010394050739705563,0.0,0.15,0.1,explore,989.8999999998956,False
6700,5.4831276529290705,0.01559177888022679,0.008653408228328526,4.452611446380615,-0.9752480387687683,0.9733098915545672,0.026690108445432847,0.36003485321998596,0.01401189249008894,0.0,0.15,0.1,explore,1004.8999999998933,False
6800,5.224892948450667,0.015237420269312544,0.008501594048884165,4.452583312988281,-0.9743964672088623,0.9733037417906878,0.026696258209312207,0.2555694878101349,0.011071541346609592,0.0,0.15,0.1,explore,1019.8999999998911,False
6900,5.432281274474069,0.01559177888022679,0.007894337331106725,4.451905250549316,-0.9741675853729248,0.9731555220578673,0.02684447794213274,0.25025415420532227,0.011921187862753868,0.0,0.15,0.1,explore,1034.899999999897,False
7000,5.5840534199489635,0.015237420269312544,0.008501594048884165,4.469606876373291,-0.9783872365951538,0.9770249743374003,0.02297502566259968,0.25487205386161804,0.011187329888343811,0.0,0.15,0.1,explore,1049.8999999999062,False
7100,5.442005934340231,0.014883061658398299,0.008501594048884165,4.449404716491699,-0.9735774993896484,0.9726089227056094,0.02739107729439061,0.2941226661205292,0.013821677304804325,0.0,0.15,0.1,explore,1064.8999999999153,False
7200,5.198279514741362,0.014174344436569808,0.008501594048884165,4.482786655426025,-0.9807491302490234,0.9799059823649383,0.02009401763506169,0.17746202647686005,0.008471492677927017,0.0,0.15,0.1,explore,1079.8999999999244,False
7300,5.248508115832725,0.015237420269312544,0.008653408228328526,4.464968681335449,-0.9777159094810486,0.9760110971635992,0.02398890283640076,0.21916204690933228,0.009437458589673042,0.0,0.15,0.1,explore,1094.8999999999335,False
7400,5.439234653215729,0.014883061658398299,0.008046151510551085,4.451562881469727,-0.9734728336334229,0.9730806825584544,0.02691931744154563,0.23716673254966736,0.011484263464808464,0.0,0.15,0.1,explore,1109.8999999999426,False
7500,5.682980248097623,0.014528703047484054,0.008501594048884165,4.4781646728515625,-0.9796044230461121,0.9788956491228643,0.02110435087713569,0.3340315818786621,0.012213348411023617,0.0,0.15,0.1,explore,1124.8999999999517,False
7600,5.049550388636214,0.014883061658398299,0.008349779869439806,4.492220401763916,-0.9821274876594543,0.9819681336969502,0.01803186630304976,0.20618362724781036,0.008600733242928982,0.0,0.15,0.1,explore,1139.8999999999608,False
7700,5.395621787296252,0.01630049610205528,0.008349779869439806,4.464879512786865,-0.9773277044296265,0.9759916055391004,0.02400839446089964,0.2414940446615219,0.010847434401512146,0.0,0.15,0.1,explore,1154.8999999999699,False
7800,5.2496350481269065,0.01559177888022679,0.008197965689995446,4.4760637283325195,-0.9787886142730713,0.97843639726435,0.021563602735649945,0.2041015625,0.009015901945531368,0.0,0.15,0.1,explore,1169.899999999979,False
7900,6.234426551990294,0.014883061658398299,0.008653408228328526,4.424862861633301,-0.9684479832649231,0.96724424393711,0.03275575606289005,0.33465930819511414,0.015384471043944359,0.0,0.15,0.1,explore,1184.899999999988,False
8000,5.209222922164403,0.014883061658398299,0.008349779869439806,4.453991413116455,-0.9746555089950562,0.9736115426845127,0.026388457315487335,0.27226144075393677,0.012386677786707878,0.0,0.15,0.1,explore,1199.8999999999971,False
