epoch,train_loss,train_acc,test_acc,global_eff_rank,global_entropy,bulk_compression_ratio,entropy_gap,input_eff_rank,input_entropy,output_eff_rank,output_entropy,hidden_1_eff_rank,hidden_1_entropy,deficit_input,deficit_output,deficit_hidden_1
1,4.576081680319934,0.011939218523878437,0.008369497830130192,137.55772399902344,4.924043655395508,0.8470995647225917,0.16593694686889648,92.29734802246094,4.525015354156494,66.05268096923828,4.190452575683594,78.18504333496094,4.359078407287598,0.011757124215364456,0.03331751376390457,0.03543052822351456
