T_explore_epochs,T_explore_markov,d_ln_eps_dt,d_rank_dt_rel,epoch,epochs_at_high_rank,epsilon,hidden_eff_rank,hidden_entropy,hidden_k,peak_eff_rank,phase,tau_opt,test_acc,train_acc,train_loss,weight_decay
355.16435320090216,1.9372601083685572,0.0,0.0,1,1,0.05161929447058812,78.16313171386719,4.358798027038574,78,78.16313171386719,heat,0.005454545454545455,0.0,0,0,0.1
378.91739910948604,2.0668221769608333,0.0,0.0,10,2,0.048383456068313235,75.63082122802734,4.325863838195801,78,78.16313171386719,heat,0.005454545454545455,0.008501594048884165,0.014528703047484054,4.5395168568714555,0.1
469.69332257288414,2.5619635776702774,0.0,0.0,20,2,0.03903256114629664,62.63082504272461,4.1372575759887695,76,78.16313171386719,heat,0.005454545454545455,0.0012145134355548808,0.04394046775336641,4.41962841467854,0.1
675.8330500813397,3.686362091352762,0.0,0.0,30,2,0.02712701506848005,47.736427307128906,3.865694761276245,74,78.16313171386719,heat,0.005454545454545455,0.0006072567177774404,0.08965272856130405,4.071355969072824,0.1
761.1802750478278,4.151892409351788,0.0,0.0,40,2,0.02408540254433338,42.62641143798828,3.752474308013916,70,78.16313171386719,heat,0.005454545454545455,0.0003036283588887202,0.13571934798015592,3.661871625040542,0.1
822.0545169040348,4.483933728567463,0.0,0.0,50,2,0.02230184611402547,41.794986724853516,3.732776403427124,68,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,0.18674698795180722,3.3207464454699545,0.1
798.1857710148889,4.353740569172122,0.0,0.0,60,2,0.02296875489276462,41.8355598449707,3.7337467670440674,65,78.16313171386719,heat,0.005454545454545455,0.0003036283588887202,0.2547838412473423,3.0109248666540265,0.1
788.2527042997998,4.299560205271636,0.0,0.0,70,2,0.02325819275129379,42.02737808227539,3.738321304321289,63,78.16313171386719,heat,0.005454545454545455,0.0004554425383330803,0.32955350815024803,2.7173176071983463,0.1
756.1029076131603,4.124197677889965,0.0,0.0,80,2,0.02424714036771446,42.1750373840332,3.741828441619873,61,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,0.40042523033309707,2.429303594213441,0.1
707.4767959899366,3.858964341763291,-2.1208514429090144,-1.7866305886193186,90,2,0.025913688529784817,42.31572341918945,3.7451586723327637,59,78.16313171386719,heat,0.005454545454545455,0.0003036283588887202,0.4890148830616584,2.149909222066867,0.1
649.7497122355281,3.5440893394665176,-1.140225568766786,-1.23552184302021,100,2,0.02821599300176015,42.36875915527344,3.7464113235473633,57,78.16313171386719,heat,0.005454545454545455,0.0003036283588887202,0.5829199149539334,1.8863662240523806,0.1
631.1260429688574,3.4425056889210404,-0.25614528830188177,-0.5771682801859136,110,2,0.02904860849520986,42.373592376708984,3.746525287628174,56,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,0.6640680368532955,1.63469878204489,0.1
568.4562109025916,3.1006702412868634,0.41429644526318854,-0.11847281086499148,120,2,0.0322510916086637,42.413047790527344,3.7474560737609863,54,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,0.7501771793054571,1.4029742480169198,0.1
542.3347231698938,2.958189399108512,0.670705243836039,0.015969335762385975,130,2,0.03380446161768286,42.39437484741211,3.7470157146453857,53,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,0.8189227498228207,1.1946053532824121,0.1
506.27531426480016,2.7615017141716374,0.8060951284421647,0.032889417025643575,140,2,0.03621218103425904,42.470855712890625,3.7488181591033936,52,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,0.8653437278525868,1.0073645484101088,0.1
475.5864374442132,2.5941078406047993,0.8604674210818779,0.027582600583148646,150,2,0.03854889855954703,42.5082893371582,3.749699115753174,51,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,0.9036144578313253,0.8458930159781015,0.1
447.72596571574536,2.442141631176793,0.8975628064854063,0.019965757606452323,160,2,0.04094766606628506,42.51797866821289,3.749927043914795,50,78.16313171386719,heat,0.005454545454545455,0.0001518141794443601,0.9472005669737774,0.7027786244829017,0.1
420.6800964357683,2.2946187078314635,0.9024078135930107,0.014403057014098223,170,2,0.04358022518456032,42.522315979003906,3.7500290870666504,49,78.16313171386719,heat,0.005454545454545455,0.0,0.97413182140326,0.5853668631686123,0.1
418.8584015548619,2.284682190299247,0.8860777664500815,0.011114186270609097,180,2,0.0437697638755183,42.54872512817383,3.750649929046631,49,78.16313171386719,heat,0.005454545454545455,0.0,0.9907866761162296,0.4867276489776893,0.1
